150 30 30
29 13 14 0
70 52 6 4
16 9 7 1
48 63 4 25
94 77 10 1
69 52 7 9
64 94 3 9
28 50 13 9
85 56 5 1
81 62 12 1
50 7 11 1
97 56 11 1
47 68 9 16
91 79 12 0
88 10 8 4
53 75 9 1
85 32 7 4
30 45 7 16
89 57 12 0
29 93 8 9
27 58 9 1
88 47 1 9
66 4 9 0
30 15 4 16
53 77 14 4
49 32 9 9
77 24 8 1
74 12 7 16
55 50 13 1
12 39 11 4
65 16 12 9
79 80 13 4
82 8 12 4
89 4 3 25
98 39 9 4
68 49 13 0
65 10 12 4
66 24 8 9
100 17 11 16
26 16 12 0
71 71 12 0
68 64 13 0
38 21 11 9
59 25 5 16
25 73 7 16
50 24 7 9
74 85 12 9
43 73 4 4
25 70 13 25
1 96 3 25
71 24 13 1
94 92 14 9
15 29 13 9
78 11 11 0
98 93 10 16
71 35 6 1
63 52 7 9
27 90 14 1
76 50 15 25
45 30 14 1
54 64 22 25
8 33 5 25
100 30 10 16
73 75 12 0
34 73 6 1
23 4 14 4
22 22 14 4
57 35 7 0
96 38 11 9
88 38 14 4
44 44 7 9
12 68 17 9
37 82 10 25
55 54 11 4
54 41 6 25
77 31 13 25
97 69 12 4
60 42 6 25
93 36 8 1
34 56 11 1
91 80 12 1
6 69 4 16
19 15 5 9
4 50 13 1
56 25 11 16
94 87 13 1
11 3 11 1
85 98 7 4
42 32 2 25
13 87 8 1
56 51 9 0
94 16 13 1
46 76 9 25
17 31 13 25
91 53 20 9
75 78 11 0
95 12 5 9
41 80 10 4
94 64 17 9
84 22 16 25
93 88 4 16
86 61 12 4
19 31 16 9
66 97 15 0
8 3 8 1
66 45 12 16
100 47 14 25
51 93 15 16
79 8 10 4
92 63 11 9
20 34 10 16
51 40 18 9
70 92 13 4
7 46 8 9
86 64 10 16
24 19 6 9
29 38 5 9
49 56 12 4
52 86 15 16
30 56 6 9
54 56 11 16
66 17 10 16
33 95 3 9
10 46 11 1
45 2 14 4
59 32 19 16
79 52 6 1
40 28 9 1
57 18 9 25
1 4 9 4
60 61 12 0
17 31 12 0
53 31 9 9
97 29 12 1
67 19 8 9
74 94 12 25
14 25 10 4
68 44 19 16
26 34 7 0
18 2 14 25
28 58 8 1
43 89 10 0
35 8 12 4
55 72 11 16
40 6 8 0
54 67 8 9
82 99 16 9
53 78 2 9
95 92 13 4
30 91 9 4
28 87 8145 541 0.246962623959407 100 5 0.524400512708041
68 24 1016 778 0.37539608948864 500 7 0.524400512708041
59 66 7782 769 0.490821155661251 250 4 0.524400512708041
31 78 998 1126 0.476709257937037 500 4 0.524400512708041
18 99 7629 1252 0.0475175799871795 250 4 0.524400512708041
62 74 7751 1034 0.294628527590539 500 2 0.524400512708041
58 47 977 639 0.135355594817083 100 7 0.524400512708041
52 18 5582 732 0.118114688592032 250 3 0.524400512708041
93 74 5013 1512 0.0908802774874493 250 3 0.524400512708041
16 58 8061 744 0.213377731649671 500 7 0.524400512708041
41 62 7903 787 0.337117533741985 500 2 0.524400512708041
83 27 1001 1358 0.214861031209584 500 1 0.524400512708041
46 28 1032 1118 0.491829686167184 100 6 0.524400512708041
60 13 5566 1156 0.0515462757949717 100 5 0.524400512708041
60 39 7985 1422 0.439403080830816 100 6 0.524400512708041
42 26 5078 1198 0.357295095864683 500 5 0.524400512708041
53 8 5005 961 0.201868718778715 250 5 0.524400512708041
84 94 995 1175 0.0769211140740663 500 2 0.524400512708041
24 58 1014 671 0.23749942274997 250 5 0.524400512708041
64 69 1004 825 0.236423020444345 100 3 0.524400512708041
58 56 4752 874 0.475481158392504 500 3 0.524400512708041
22 93 8182 1337 0.442939487996045 100 5 0.524400512708041
93 72 7707 603 0.263299677628093 100 4 0.524400512708041
41 22 7452 1404 0.0875565870478749 250 2 0.524400512708041
33 42 5025 1052 0.478152630391996 500 7 0.524400512708041
13 60 1018 726 0.0662935902341269 500 1 0.524400512708041
60 17 979 784 0.047537765847519 100 1 0.524400512708041
73 17 8373 738 0.492734453890007 500 2 0.524400512708041
73 71 8426 1373 0.469439973903354 500 6 0.524400512708041
38 85 7973 658 0.197691541782115 250 7 0.524400512708041
1000 16 40
1000 10 65
5000 12 40
350 11 35
350 19 70
350 13 40
1000 17 60
5000 10 40
1000 16 65
5000 16 40
5000 17 70
1000 19 40
5000 12 50
350 19 50
350 16 65
350 17 70
350 11 45
350 13 70
5000 11 60
350 12 55
1000 16 55
1000 13 45
350 19 25
5000 13 25
350 12 45
5000 12 35
5000 18 40
1000 13 60
350 12 35
1000 19 40
