150 10 10
1 66 6 16
46 94 13 9
78 53 6 9
40 68 14 1
39 80 5 1
39 70 15 9
15 10 7 9
37 23 6 1
73 49 9 16
88 44 11 9
28 75 7 1
5 23 7 9
54 28 12 16
81 71 12 16
2 53 6 0
32 44 5 25
40 14 11 9
20 35 2 16
41 29 4 9
24 61 8 1
15 48 12 4
66 26 15 16
73 6 18 4
84 58 4 9
74 96 5 0
51 15 10 0
76 5 4 9
82 52 7 25
43 90 16 4
28 12 17 25
86 45 9 9
77 35 12 4
52 15 10 0
52 67 13 4
15 76 9 16
75 59 8 9
40 28 5 9
68 41 8 0
49 39 3 25
24 3 2 16
30 17 6 16
59 41 15 0
99 32 12 16
95 38 13 0
36 35 11 9
4 7 10 1
75 51 9 9
94 77 14 25
82 54 12 1
22 55 5 4
75 61 11 16
30 1 13 1
10 79 5 25
83 82 15 25
73 11 9 4
94 85 10 4
51 41 15 1
49 24 8 9
59 34 8 16
78 14 11 1
27 86 13 0
36 16 7 9
31 16 6 0
69 93 21 16
24 82 6 16
35 76 5 16
7 23 15 4
94 78 13 25
62 98 7 1
65 36 11 25
58 97 14 4
95 21 11 4
20 92 11 4
24 88 12 4
18 88 8 4
30 85 6 1
72 99 6 9
17 70 12 0
78 58 22 25
94 11 8 1
16 75 2 25
56 8 10 16
14 89 13 4
51 33 9 4
83 88 7 9
72 13 6 1
79 61 8 16
36 74 19 25
48 15 9 1
21 12 10 9
23 57 6 9
13 83 10 4
57 87 11 4
15 16 4 4
32 44 5 25
67 5 13 1
7 29 11 0
99 28 5 9
98 32 5 16
47 63 9 9
34 13 5 9
97 66 8 16
91 51 8 16
17 79 15 1
95 81 1 25
60 34 9 4
22 73 8 1
47 52 8 4
16 93 11 9
56 32 12 9
26 88 8 4
62 16 5 16
99 12 12 16
70 97 8 4
30 70 11 1
52 28 19 25
23 27 6 16
57 20 7 9
80 17 11 25
95 91 7 9
92 32 9 4
27 20 8 16
12 44 8 4
19 15 7 9
22 74 14 1
61 49 17 4
60 62 7 1
89 55 10 0
39 72 11 16
34 84 10 0
27 13 3 9
59 56 8 1
99 63 14 4
49 82 10 0
82 24 13 9
70 78 7 4
18 55 8 9
98 72 3 9
66 40 10 1
74 99 7 4
2 51 9 0
12 78 6 25
66 70 12 25
58 21 13 4
21 43 6 4
25 35 8 0
50 52 10 1
10 11 9 4
55 90 7 4
11 60 15 1
36 21 990 524 0.373531958996318 250 7 0.524400512708041
65 99 1007 1302 0.389104758612812 500 5 0.524400512708041
81 91 8007 528 0.0893708754936233 250 6 0.524400512708041
62 40 987 996 0.281906662550755 500 5 0.524400512708041
39 3 5051 609 0.0946585198235698 250 2 0.524400512708041
8 21 7627 696 0.444110256843269 100 6 0.524400512708041
2 20 4692 1128 0.0629257261333987 250 7 0.524400512708041
7 84 1012 826 0.0352321140910499 500 1 0.524400512708041
27 79 975 730 0.438115586950444 500 3 0.524400512708041
5 66 976 1199 0.373857609429397 100 3 0.524400512708041
350 15 55
350 17 55
350 18 65
350 16 60
1000 13 75
5000 16 40
1000 18 55
1000 10 70
1000 12 65
1000 17 55
