150 30 30
27 34 10 1
31 4 14 4
11 20 12 25
14 46 6 4
91 45 7 4
10 57 4 16
41 23 10 9
85 28 11 4
91 48 11 16
95 88 11 9
97 13 8 4
51 80 18 16
27 5 9 1
87 84 10 9
66 97 7 4
4 46 13 25
3 42 8 1
80 90 6 1
23 63 5 1
95 44 9 4
96 30 15 1
44 78 8 16
91 88 9 16
64 59 16 1
26 33 8 1
96 17 13 9
13 15 9 25
89 22 14 1
46 93 8 0
44 90 16 9
21 87 11 0
13 82 3 25
3 45 10 1
94 90 11 9
65 46 11 1
22 49 10 9
73 45 8 9
49 9 13 25
97 79 12 25
93 37 15 4
84 91 7 25
30 53 12 16
55 67 12 4
76 71 4 16
66 18 6 4
66 98 15 4
44 49 6 4
75 83 15 16
14 60 17 16
86 91 9 0
39 14 5 9
10 91 6 9
57 16 1 9
68 20 9 4
3 8 1 16
40 80 14 0
54 25 17 4
95 81 9 9
55 45 6 4
47 69 14 4
4 5 11 1
68 10 12 1
9 53 15 16
40 89 10 4
6 43 5 0
86 57 13 1
52 25 12 4
87 97 13 1
22 37 5 0
16 70 12 16
80 46 11 9
52 63 11 16
72 26 11 0
22 8 17 16
2 24 8 4
32 41 14 16
96 71 19 16
17 88 6 1
41 21 5 9
96 26 9 9
31 15 5 4
1 32 8 16
26 55 9 1
8 55 10 4
31 7 5 9
63 60 11 1
66 46 11 1
67 70 12 4
4 69 12 9
24 21 13 4
63 96 7 9
90 74 16 16
75 95 14 0
54 91 6 9
98 14 16 4
38 48 4 16
96 62 10 4
33 7 9 16
3 4 2 25
76 25 5 1
98 4 8 4
95 48 2 16
94 81 13 9
53 23 13 9
46 98 6 1
39 96 11 1
57 6 12 9
74 60 9 16
13 33 9 0
75 90 10 9
63 94 7 9
89 38 13 0
40 96 15 9
40 97 5 16
35 82 12 4
94 51 12 4
80 83 19 16
94 56 6 16
16 37 8 16
25 64 7 9
9 79 9 25
50 23 6 1
100 21 13 9
33 64 12 9
40 12 2 16
53 81 5 1
97 86 9 16
59 11 10 1
54 7 13 16
74 3 7 4
46 89 8 0
50 70 1 25
63 59 10 4
5 45 17 16
57 61 7 25
46 26 7 0
44 13 11 25
40 65 6 0
93 12 9 16
57 28 19 16
51 47 12 16
34 12 15 9
34 2 4 16
61 63 7 25
16 30 6 1
85 23 14 9
71 23 10 0
41 97 4 9
62 29 9 0
99 66 7 4
28 31 1003 839 0.123656679270789 100 6 0.2533471031358
11 99 986 752 0.382208306477405 100 3 0.2533471031358
4 4 8074 736 0.456403066832572 250 2 0.2533471031358
22 72 4993 1205 0.384564450394828 100 5 0.2533471031358
74 57 5283 910 0.438847756884061 250 4 0.2533471031358
19 5 1028 831 0.0936829240387306 500 1 0.2533471031358
29 57 7571 1254 0.19435337993782 100 5 0.2533471031358
32 69 990 802 0.220445350005757 100 5 0.2533471031358
60 73 5058 513 0.189273148023058 100 1 0.2533471031358
17 97 7980 736 0.119646305942442 500 5 0.2533471031358
91 83 5147 557 0.220315499452408 500 7 0.2533471031358
37 41 8277 693 0.225853721019812 100 6 0.2533471031358
6 24 5029 1169 0.356286014486104 250 3 0.2533471031358
24 6 7748 872 0.155156491694506 100 6 0.2533471031358
48 95 8326 1275 0.351653977218084 100 5 0.2533471031358
53 64 7692 1394 0.167135389412288 500 3 0.2533471031358
42 9 983 1037 0.43616138702957 250 6 0.2533471031358
58 95 7743 1293 0.154370984397829 100 1 0.2533471031358
36 81 4972 859 0.188370696613565 100 1 0.2533471031358
21 20 7518 1453 0.434607519195415 100 1 0.2533471031358
32 80 7933 496 0.348489449797198 250 3 0.2533471031358
64 68 992 1006 0.296873299810104 100 2 0.2533471031358
39 61 8281 1434 0.193051258823834 500 5 0.2533471031358
10 17 5152 1005 0.239935151350219 250 6 0.2533471031358
65 2 1008 936 0.441246717306785 500 4 0.2533471031358
5 9 980 1356 0.0552148735732772 100 3 0.2533471031358
20 84 8006 1032 0.285980645364616 500 7 0.2533471031358
17 81 980 836 0.0372502823197283 500 4 0.2533471031358
94 59 5196 860 0.42123489048332 250 6 0.2533471031358
71 10 7834 1043 0.332705439873971 250 1 0.2533471031358
1000 10 50
5000 14 40
1000 18 50
5000 16 35
5000 13 65
5000 20 30
350 19 30
1000 12 35
5000 11 60
5000 12 60
5000 15 60
1000 17 55
350 20 40
350 11 65
5000 15 65
5000 19 65
1000 16 40
5000 13 40
1000 16 55
1000 13 55
350 11 45
350 15 75
350 20 55
1000 14 25
350 20 50
5000 15 60
5000 16 45
1000 14 25
350 16 55
1000 11 70
