300 50 50
6 77 14 1
84 41 12 4
37 15 10 16
58 50 21 16
38 77 12 4
63 3 6 9
98 77 9 16
29 85 9 1
32 76 9 1
45 89 11 9
93 55 7 16
73 50 17 4
57 17 6 4
41 25 25 25
93 24 13 25
30 39 8 1
34 35 12 0
36 10 20 9
21 43 11 9
50 8 16 25
50 91 14 9
59 34 17 9
17 53 7 9
36 88 19 4
70 44 5 16
69 98 10 4
58 86 10 9
61 14 1 16
16 23 3 4
50 88 15 9
42 88 15 16
78 90 15 16
76 49 7 9
77 76 16 16
81 22 7 4
83 12 17 16
2 99 7 25
99 88 16 16
14 16 5 9
49 22 12 1
37 28 4 1
48 4 13 9
94 27 9 16
35 68 14 0
4 79 8 16
25 88 5 1
98 90 6 16
18 58 13 4
57 12 14 9
45 54 11 16
88 25 18 9
2 48 2 25
96 75 13 4
51 46 11 16
24 7 1 25
50 31 3 9
89 2 10 0
93 68 9 4
68 34 7 9
40 46 13 9
3 34 8 0
2 2 12 1
72 34 9 9
3 33 11 16
26 30 11 0
37 71 14 4
82 34 18 16
59 53 15 1
68 75 6 1
42 15 14 0
55 27 14 4
49 60 9 1
29 31 12 0
71 34 5 25
95 90 11 25
70 58 9 0
73 6 11 25
18 59 6 25
20 47 10 16
58 50 5 4
51 24 11 25
76 87 10 0
53 65 5 4
53 40 7 4
66 14 5 9
89 99 10 4
9 45 16 9
16 61 7 1
58 7 8 4
54 8 15 9
39 51 13 16
25 17 11 25
16 6 9 1
66 32 10 4
35 17 14 9
68 31 19 25
27 63 3 16
34 79 9 0
49 84 16 9
55 81 10 16
73 31 15 16
39 45 7 9
22 60 8 4
67 50 10 16
52 64 10 9
16 88 14 1
90 2 8 1
25 4 7 16
14 3 9 9
50 64 10 0
88 94 11 0
25 64 18 25
17 56 14 0
74 73 11 0
34 76 4 9
37 33 10 0
51 69 6 25
2 96 11 16
33 88 5 16
93 9 13 9
23 94 11 4
78 10 0 25
34 73 9 16
61 37 12 1
91 51 11 4
85 47 9 0
89 88 9 4
46 50 6 25
13 16 7 4
13 80 12 9
76 17 9 9
86 14 24 25
85 95 3 4
67 98 10 1
89 25 7 0
72 96 13 0
50 93 11 4
67 86 13 9
52 27 9 0
21 71 13 9
54 69 15 1
33 39 19 25
22 100 7 0
95 35 12 0
99 32 14 4
17 8 9 4
91 64 7 16
24 96 13 1
79 94 5 9
2 71 6 0
60 13 14 25
73 34 15 1
74 89 15 1
60 75 6 1
66 54 7 1
81 96 1 25
37 42 5 9
15 97 10 1
21 87 17 25
65 65 5 1
3 11 8 9
97 11 12 4
51 2 10 16
22 90 8 9
32 58 12 0
48 51 14 1
11 47 8 9
19 59 11 9
36 52 9 9
71 59 8 0
2 52 10 9
91 35 15 9
39 66 9 0
74 82 5 9
93 55 12 1
