150 20 20
20 87 14 0
2 24 6 16
36 14 12 4
87 69 9 0
2 84 6 4
73 38 14 16
24 32 10 4
26 22 17 16
57 74 16 25
19 97 8 9
95 10 9 16
99 51 7 16
68 9 7 4
84 37 7 1
76 91 10 9
59 77 16 4
27 97 9 1
63 56 6 1
38 55 12 16
83 54 14 9
99 93 12 4
74 3 9 0
64 18 14 25
38 65 17 4
74 63 5 4
18 29 9 0
15 33 16 16
8 78 13 0
46 24 11 16
42 79 3 9
61 14 15 1
83 76 7 1
47 86 8 0
41 81 11 0
49 58 13 1
70 21 6 1
17 10 13 9
7 4 6 4
74 59 12 9
5 46 12 1
24 76 12 4
31 48 7 16
11 43 8 9
94 61 7 25
73 33 14 0
60 30 14 1
73 87 8 1
93 12 1 16
18 74 8 1
65 50 12 16
56 12 14 16
19 99 15 9
86 22 13 4
97 90 10 25
18 40 5 1
52 42 11 4
57 72 14 16
6 92 10 16
84 15 7 0
64 50 7 16
70 34 15 9
12 46 13 9
30 73 13 9
52 86 8 9
41 25 11 1
97 49 19 16
6 91 11 16
24 17 7 1
45 96 8 9
56 40 14 0
54 45 12 1
62 58 13 9
64 99 9 1
64 21 10 4
58 42 21 25
97 37 11 25
69 19 5 16
24 86 9 1
13 30 12 0
87 7 6 9
25 21 11 16
23 88 14 9
96 67 11 16
71 93 2 16
29 86 14 9
76 8 7 16
10 80 11 9
67 78 12 25
30 38 3 4
98 54 2 9
4 12 8 25
52 83 10 9
9 71 12 9
92 94 8 9
54 33 7 9
1 57 11 1
93 65 11 16
82 92 16 9
65 54 7 0
35 16 8 1
48 9 6 25
53 39 13 9
91 63 9 4
67 14 7 25
55 8 8 1
51 69 10 4
43 46 5 1
50 52 8 0
43 89 12 4
43 8 11 16
33 4 14 9
71 20 6 25
86 56 10 16
43 32 8 4
74 85 8 0
55 80 13 9
81 95 12 9
19 95 11 1
26 38 11 4
48 3 10 16
91 63 6 1
7 89 14 0
71 80 16 9
36 41 7 4
30 14 6 16
12 17 10 4
11 94 6 4
10 6 13 4
89 51 10 9
78 60 14 4
95 41 10 25
20 45 12 1
86 96 11 9
17 33 7 4
6 53 16 4
19 85 12 9
18 10 9 0
29 44 16 4
54 24 12 25
36 65 8 1
89 75 14 16
20 43 13 9
11 17 20 25
85 84 9 4
39 2 9 16
76 48 6 0
38 62 8 9
28 65 10 1
27 93 3 4
95 39 8 16
11 70 1003 522 0.343744320147671 500 7 0.524400512708041
31 13 8232 930 0.127243260603864 500 3 0.524400512708041
18 93 977 1233 0.242743233090732 250 2 0.524400512708041
89 33 8402 884 0.327332809048239 250 3 0.524400512708041
15 87 1010 647 0.285401718921494 250 2 0.524400512708041
54 4 988 1486 0.363880291385576 500 7 0.524400512708041
37 85 1010 991 0.449597567119636 500 5 0.524400512708041
53 38 5042 562 0.318242974195164 250 5 0.524400512708041
50 72 8079 763 0.0436006859387271 500 2 0.524400512708041
26 70 1015 1183 0.323038523246069 100 3 0.524400512708041
44 69 4989 547 0.399384933393449 250 7 0.524400512708041
70 42 969 791 0.318426562298555 250 6 0.524400512708041
19 6 1008 657 0.306260822236072 250 4 0.524400512708041
32 68 1009 635 0.303578018608969 500 6 0.524400512708041
52 42 7843 828 0.413596740856301 500 3 0.524400512708041
27 43 969 789 0.127793572091032 500 5 0.524400512708041
84 46 5400 605 0.129946699740831 500 7 0.524400512708041
23 33 1012 557 0.226575171151198 100 2 0.524400512708041
27 47 8316 663 0.200754325520247 250 5 0.524400512708041
87 17 7976 1388 0.239430981082842 100 2 0.524400512708041
5000 18 55
5000 12 50
350 19 60
1000 14 70
1000 15 60
1000 10 35
5000 17 25
5000 14 30
1000 20 65
350 14 40
1000 13 65
5000 18 35
350 10 60
1000 18 40
350 16 30
1000 12 60
1000 14 75
350 18 55
1000 14 30
1000 19 45
