150 30 30
47 68 9 16
78 95 10 9
71 30 15 4
39 1 5 9
99 19 6 0
28 8 9 4
21 9 6 4
14 4 9 9
54 90 6 0
64 17 14 1
59 34 6 0
90 27 7 9
96 63 8 25
63 69 15 4
65 35 10 16
82 78 16 1
94 71 14 1
85 45 7 1
59 4 11 0
81 6 9 1
39 56 13 16
6 62 3 4
73 89 5 9
87 17 1 16
80 16 10 0
44 21 14 25
30 38 21 9
53 63 5 4
9 33 14 9
90 50 13 0
72 86 9 1
87 22 13 1
80 69 11 16
66 91 4 4
34 30 6 1
62 84 13 9
12 91 10 16
77 69 7 9
67 90 6 1
66 83 11 16
58 25 10 4
25 93 6 9
62 51 10 1
19 56 13 9
48 79 10 9
40 69 12 16
62 30 1 9
35 87 9 4
34 58 9 25
91 36 14 25
68 29 13 25
6 70 7 16
79 85 14 9
2 17 10 9
4 21 12 4
92 89 9 16
80 58 5 0
11 47 5 16
65 48 2 9
44 25 7 0
11 21 13 0
34 27 13 9
99 36 11 9
45 99 12 0
47 26 6 16
70 56 7 25
58 47 16 9
98 90 14 0
69 99 7 1
35 55 11 9
21 33 12 9
37 56 17 9
15 87 12 9
100 63 3 9
62 62 14 1
22 8 8 0
100 63 4 16
21 58 13 16
18 56 12 9
91 67 13 1
89 48 6 9
15 73 8 1
8 41 14 16
10 82 12 16
72 14 15 9
23 86 9 9
66 55 17 9
91 49 11 0
27 7 17 16
46 69 9 4
21 49 7 25
79 93 8 4
38 73 2 25
31 80 11 4
9 20 12 16
39 2 19 4
46 54 11 16
4 72 12 9
55 50 12 9
14 24 14 16
72 49 7 1
57 36 8 4
85 49 9 16
40 98 15 9
45 16 8 0
37 32 10 9
14 85 4 16
32 97 7 9
31 22 8 4
22 52 6 9
17 20 11 25
52 39 15 4
45 8 6 4
15 33 12 0
92 75 9 9
82 54 6 16
24 27 18 16
54 28 7 1
39 21 9 1
32 79 12 4
23 55 8 16
61 55 12 16
3 40 14 9
78 47 10 1
50 55 4 9
35 51 9 9
34 79 12 16
14 39 11 9
53 66 10 9
95 2 10 1
50 95 7 16
2 36 4 16
30 3 7 4
4 92 11 0
80 93 14 9
66 38 9 16
2 19 4 9
91 27 13 1
6 15 15 16
94 81 16 16
9 89 3 16
83 32 11 25
38 47 15 4
31 40 12 1
39 12 9 0
18 52 6 16
20 27 10 1
74 33 13 4
84 85 14 4
61 97 14 0
98 37 7838 552 0.319357690163888 250 6 0.2533471031358
27 12 980 873 0.206982123425696 500 5 0.2533471031358
18 11 4897 760 0.0857981200353243 250 3 0.2533471031358
95 89 7692 1214 0.37738954264205 250 7 0.2533471031358
4 68 1009 960 0.381522459636908 100 7 0.2533471031358
26 82 1012 613 0.306175299203023 100 5 0.2533471031358
46 20 986 827 0.382555784336291 100 7 0.2533471031358
93 97 1003 581 0.227613452281803 500 5 0.2533471031358
52 46 7836 1352 0.257812058320269 250 5 0.2533471031358
46 31 7598 512 0.368463103575632 100 2 0.2533471031358
86 42 5249 1198 0.281414789634291 500 5 0.2533471031358
97 5 5178 1051 0.223950184639543 100 2 0.2533471031358
47 9 983 562 0.162277873097919 250 6 0.2533471031358
42 47 7967 1082 0.186532658049837 100 5 0.2533471031358
80 10 8285 1083 0.466173979220912 100 2 0.2533471031358
39 24 991 531 0.316424602135085 100 3 0.2533471031358
32 1 8228 1103 0.256555667077191 500 7 0.2533471031358
81 17 1020 755 0.101184793747962 100 1 0.2533471031358
69 83 8544 1099 0.279175622549374 250 1 0.2533471031358
5 59 1025 1377 0.104787907388527 500 6 0.2533471031358
92 36 992 699 0.3342991942144 250 1 0.2533471031358
62 32 7717 1447 0.264465980182868 100 7 0.2533471031358
93 90 7794 759 0.34920050797984 500 5 0.2533471031358
4 64 1018 1291 0.303832309367135 250 5 0.2533471031358
95 5 4843 1012 0.182544489135034 100 4 0.2533471031358
33 86 7532 1017 0.226053413776681 250 1 0.2533471031358
39 35 8234 1299 0.075121307647787 250 5 0.2533471031358
46 43 8237 1185 0.197840697062202 100 3 0.2533471031358
48 8 4633 1004 0.45669963832479 250 4 0.2533471031358
38 51 5315 585 0.493652629354037 250 5 0.2533471031358
1000 14 45
1000 19 40
5000 19 75
1000 11 45
5000 19 70
1000 20 65
5000 11 35
350 19 35
1000 10 50
5000 17 60
350 18 65
1000 13 45
350 20 35
5000 12 25
1000 12 35
350 18 50
1000 19 75
350 18 55
1000 13 30
1000 16 40
1000 10 40
1000 11 60
350 13 75
5000 12 50
350 13 55
350 19 30
350 11 30
5000 11 70
5000 12 35
5000 16 30
