150 20 20
6 71 4 1
14 78 14 4
13 13 4 25
56 93 6 16
15 80 15 16
70 81 11 0
26 58 11 1
98 88 13 4
4 59 10 25
68 13 10 4
61 10 9 16
4 25 14 16
24 31 13 1
42 22 3 16
24 30 5 0
47 44 8 25
69 99 10 25
20 12 9 16
58 54 14 16
29 36 15 4
52 79 13 9
42 50 6 1
55 22 2 16
93 8 6 16
43 20 9 9
71 99 13 9
17 98 18 25
29 55 4 16
7 97 10 9
62 24 13 1
27 8 11 1
16 10 3 16
15 10 10 9
46 82 7 1
24 41 6 4
72 100 7 4
82 36 5 4
65 74 9 4
55 51 20 9
26 36 5 0
52 68 9 4
64 65 14 16
63 14 14 1
67 92 9 16
16 32 6 9
30 3 6 4
15 87 7 25
72 68 9 16
77 25 4 1
73 29 6 9
66 4 14 1
72 56 8 1
63 92 11 16
42 57 12 9
48 12 13 1
4 91 13 1
39 71 9 4
100 39 9 16
13 90 22 16
32 5 14 4
43 24 5 0
60 31 15 9
21 81 9 9
1 50 15 4
31 44 4 9
65 60 11 16
41 6 9 0
70 71 17 1
58 29 14 4
43 81 15 0
55 5 8 4
68 86 18 25
72 40 9 4
9 84 24 16
60 42 9 1
44 6 11 1
18 38 7 1
57 79 3 16
42 69 14 1
61 24 14 16
44 57 8 1
34 62 4 4
40 80 14 9
19 39 10 9
21 41 7 1
3 27 17 16
20 77 3 4
70 14 7 4
48 23 8 4
53 43 11 16
81 12 11 9
70 84 14 0
23 35 4 4
27 6 9 1
44 86 9 9
56 88 7 1
20 92 18 9
63 55 3 25
10 86 10 4
73 78 10 4
27 33 7 25
17 27 9 1
83 59 15 1
32 38 12 0
58 57 13 9
14 15 8 4
58 60 9 9
7 95 6 0
92 19 11 4
29 95 13 9
10 14 14 1
71 88 8 9
91 95 14 1
78 39 11 0
17 14 5 0
33 68 14 0
57 37 13 4
85 32 4 1
23 3 18 4
3 47 15 1
88 51 15 16
21 32 10 9
1 99 13 0
27 82 8 1
32 54 12 1
43 3 10 16
23 86 13 9
13 99 8 9
86 35 13 16
30 30 9 16
34 94 14 1
63 68 9 25
5 50 12 16
96 9 2 25
66 40 9 0
12 43 3 9
55 74 12 1
55 20 9 4
17 77 9 9
13 10 18 4
32 91 11 1
38 27 12 9
21 83 11 0
45 56 9 16
74 88 6 16
10 13 1 16
97 54 5 4
76 89 11 25
5 14 15 1
98 40 11 0
45 50 1016 815 0.144909852298442 500 6 1.2815515655446
58 33 5001 1344 0.43520764646586 100 4 1.2815515655446
68 20 8468 1395 0.475268405226525 500 5 1.2815515655446
17 90 967 1459 0.485975281209685 100 2 1.2815515655446
36 15 959 511 0.183332478969824 250 7 1.2815515655446
95 14 1010 808 0.489918659166433 100 4 1.2815515655446
9 91 5103 876 0.45050631799968 250 1 1.2815515655446
89 73 8622 1419 0.113245376884006 100 5 1.2815515655446
50 61 5277 1465 0.318999625570141 100 1 1.2815515655446
7 99 7803 807 0.498057155015413 100 1 1.2815515655446
34 84 987 1252 0.455019690361805 500 5 1.2815515655446
98 14 5049 746 0.0762043583975174 100 1 1.2815515655446
70 28 977 1241 0.37807205743622 250 5 1.2815515655446
55 1 7554 1195 0.220805463902652 500 1 1.2815515655446
82 35 961 1408 0.0998190569109283 100 1 1.2815515655446
51 62 1008 1151 0.198131252946332 250 4 1.2815515655446
24 5 996 1210 0.482807187451981 100 1 1.2815515655446
89 43 1032 920 0.418047133286018 500 6 1.2815515655446
66 8 979 1457 0.138999305276666 500 4 1.2815515655446
68 11 8304 531 0.26088053451851 100 2 1.2815515655446
5000 12 50
350 18 75
350 16 50
5000 17 45
1000 16 35
350 11 75
5000 14 65
1000 14 55
350 15 65
1000 16 65
5000 17 55
5000 14 30
350 19 40
5000 10 55
350 20 50
5000 16 55
5000 16 60
350 15 70
5000 20 55
1000 13 70
