150 10 10
12 28 12 4
27 19 8 4
5 21 7 4
44 36 12 9
42 17 1 25
90 66 10 9
64 95 8 1
95 58 13 1
50 75 12 9
82 10 5 9
77 46 4 16
83 54 9 9
14 74 8 9
70 72 8 1
18 42 13 25
3 56 8 16
90 73 12 9
49 54 8 9
35 9 10 4
79 64 12 1
30 38 7 0
82 64 20 9
69 60 8 0
78 83 15 4
100 78 10 25
26 96 11 1
96 48 11 16
80 92 7 4
10 33 4 1
7 11 9 9
63 82 5 0
55 34 10 1
8 79 18 16
94 18 6 9
28 15 12 9
25 65 11 9
73 39 13 1
14 66 18 16
52 60 7 4
44 74 12 4
51 77 7 1
47 75 13 0
83 25 7 4
65 95 15 9
100 89 7 25
86 57 5 4
52 79 12 16
91 52 12 4
18 42 7 1
84 75 9 4
65 20 10 0
21 68 9 1
100 87 11 4
62 95 8 4
2 53 11 1
17 54 9 16
87 48 4 25
88 95 10 1
94 36 6 0
94 13 7 1
32 52 5 4
48 98 9 9
15 59 4 16
53 50 9 0
62 2 10 9
32 67 8 1
38 94 9 4
81 65 14 9
43 63 10 9
21 53 8 16
90 19 13 1
72 93 9 4
42 24 3 25
95 11 2 9
96 72 7 1
54 71 13 1
76 29 15 4
5 30 17 25
50 80 5 25
11 17 7 1
57 87 10 25
57 42 15 4
63 100 18 16
29 62 5 1
27 78 10 9
40 33 11 4
53 89 11 9
21 77 9 0
72 95 20 25
31 51 7 4
93 98 8 1
28 43 7 4
24 15 17 9
20 65 13 16
51 81 15 25
48 95 9 4
12 99 9 1
41 77 6 4
30 34 11 1
17 62 11 9
5 10 11 1
61 91 12 9
90 36 5 4
49 35 11 1
29 34 10 4
100 20 20 4
61 17 9 9
83 59 11 9
82 75 10 4
52 70 4 4
20 88 13 25
97 90 12 9
74 25 10 1
75 15 5 1
49 22 9 9
60 74 8 0
45 31 10 9
49 73 3 16
44 47 6 0
31 64 12 25
23 99 14 9
36 51 9 1
6 43 10 25
86 17 16 9
76 51 1 16
70 95 4 16
99 39 5 0
88 16 7 4
86 71 15 9
56 98 11 4
80 21 4 25
38 89 13 9
22 19 14 25
80 1 15 9
7 27 12 9
98 72 13 1
34 33 8 16
93 92 10 4
36 52 16 16
42 2 10 16
41 98 17 25
32 39 13 16
99 12 9 9
31 36 10 1
47 16 8 1
34 85 18 4
77 74 13 4
10 9 13 4
24 18 5 9
64 76 4 25
77 70 8178 841 0.281761706771795 250 2 0.841621233572914
42 36 4986 1320 0.28704409844242 500 6 0.841621233572914
54 41 7696 674 0.0305523649486713 250 2 0.841621233572914
86 36 991 589 0.407939510333818 250 6 0.841621233572914
16 18 4674 1461 0.486650523697026 250 3 0.841621233572914
85 59 8615 921 0.0596660253405571 100 5 0.841621233572914
82 18 7968 745 0.2149796256423 250 1 0.841621233572914
28 7 979 602 0.232036761124618 250 3 0.841621233572914
44 2 5273 661 0.464207781897858 250 5 0.841621233572914
70 77 4814 546 0.150611725500785 500 3 0.841621233572914
5000 12 40
5000 19 60
1000 16 50
350 11 50
350 13 65
350 15 55
350 14 70
350 20 45
1000 16 35
5000 15 35
