150 20 20
3 81 8 1
77 65 9 25
71 65 9 9
39 86 6 9
91 4 13 1
15 18 6 16
88 44 9 9
67 51 10 1
9 3 6 1
82 78 6 16
48 1 9 1
44 96 9 1
47 38 10 1
7 21 11 25
27 100 15 4
75 77 5 16
97 74 14 4
96 83 14 1
54 58 6 4
96 57 4 4
83 85 7 1
26 18 11 25
47 60 14 1
98 36 9 9
46 5 17 25
17 72 13 4
27 96 8 0
78 98 5 16
89 31 14 16
18 25 6 0
91 73 17 9
2 40 7 4
50 12 13 4
86 57 10 1
90 35 14 9
94 72 7 25
82 71 9 1
50 33 17 9
70 4 15 4
15 52 7 4
76 8 9 1
11 46 5 9
23 31 7 9
24 74 24 25
98 93 10 1
11 38 13 16
48 38 17 9
9 52 14 9
95 61 11 4
97 32 8 4
80 24 13 1
64 96 11 25
82 25 5 1
16 77 12 1
45 9 7 0
13 60 12 9
34 8 9 4
52 70 16 9
38 94 8 1
26 91 14 16
72 90 3 1
35 75 16 16
9 76 14 4
49 22 11 9
10 54 7 4
47 71 8 25
28 4 5 25
61 100 13 16
26 71 6 4
59 7 10 16
80 50 12 1
80 35 1 9
52 27 10 1
25 55 6 4
81 92 5 9
24 80 15 0
4 5 15 4
98 54 2 16
97 87 6 4
22 26 10 4
76 67 12 16
85 17 8 16
98 72 22 16
71 49 6 0
78 88 13 9
36 69 8 25
9 53 13 1
50 55 9 1
41 41 5 4
5 55 20 25
4 29 12 4
83 65 11 1
4 73 18 4
64 22 18 16
72 18 12 1
52 78 14 16
20 14 7 4
1 93 10 0
90 22 9 1
55 71 9 16
45 81 6 9
55 95 3 9
33 78 10 16
34 24 13 4
46 50 8 16
67 89 12 25
78 59 8 25
12 29 8 4
42 43 8 0
72 37 12 1
14 78 11 4
72 27 11 16
69 56 6 1
8 84 8 16
13 89 14 16
13 90 13 0
7 46 19 9
60 1 9 25
96 49 7 16
79 9 11 16
70 35 3 9
63 26 5 25
40 46 14 9
83 57 13 0
6 92 5 4
14 67 6 9
83 76 17 9
99 28 6 0
75 99 5 9
54 29 12 1
90 83 8 1
13 2 12 1
36 52 9 9
47 48 1 9
74 9 16 1
44 89 9 0
55 87 10 25
93 59 7 9
77 75 11 4
6 28 2 16
85 69 16 9
21 41 7 9
27 87 13 9
18 2 1 16
53 5 10 1
65 74 6 4
47 69 9 25
99 34 6 16
31 19 11 4
50 35 12 1
80 95 5057 848 0.48337693487294 250 3 0.2533471031358
38 10 7811 1060 0.319449932333082 500 1 0.2533471031358
77 26 991 836 0.295313267980236 500 4 0.2533471031358
8 99 7952 515 0.233634258422535 250 1 0.2533471031358
41 56 4644 1173 0.262512122122571 500 5 0.2533471031358
54 28 7877 653 0.225611480190419 250 3 0.2533471031358
73 30 1016 1193 0.397168334031012 250 2 0.2533471031358
72 47 7781 1130 0.475974749366287 500 4 0.2533471031358
20 79 4867 762 0.0312882815604098 100 5 0.2533471031358
45 9 8113 905 0.21985500668874 500 6 0.2533471031358
38 12 4916 745 0.192804797920398 100 1 0.2533471031358
23 86 8259 554 0.409206975605339 250 7 0.2533471031358
31 94 8340 961 0.236173241611104 250 4 0.2533471031358
92 11 988 604 0.0969500361150131 250 2 0.2533471031358
61 46 985 618 0.445559101803228 100 6 0.2533471031358
41 74 5086 499 0.239702189562377 100 1 0.2533471031358
96 59 8356 861 0.31001887247432 250 6 0.2533471031358
29 35 5112 522 0.23538685974665 250 1 0.2533471031358
1 62 4767 1192 0.373312195937615 100 1 0.2533471031358
98 70 953 1281 0.0843815909675323 500 1 0.2533471031358
350 17 40
5000 13 45
5000 15 40
5000 19 65
350 10 75
1000 16 70
350 15 25
1000 10 45
1000 17 65
5000 13 65
350 13 70
350 17 55
5000 14 70
5000 10 60
1000 15 40
350 11 65
1000 19 35
350 20 45
1000 13 40
350 11 45
