150 10 10
49 43 16 16
38 95 14 4
45 39 5 4
99 79 6 4
79 75 10 9
86 20 5 1
62 91 10 4
39 67 15 9
35 60 11 9
91 5 5 4
57 49 15 16
29 81 10 25
41 69 13 4
69 47 3 4
98 37 14 16
54 11 10 16
78 9 6 4
44 50 9 9
57 9 14 1
64 94 10 9
84 24 12 4
8 76 5 4
13 23 8 4
26 3 8 1
38 18 12 16
58 32 18 25
17 91 5 0
60 23 1 25
65 98 5 0
26 47 13 4
4 32 15 0
79 82 7 1
80 26 7 9
88 29 8 4
3 14 10 16
35 2 11 4
93 38 13 9
17 62 9 9
87 34 14 9
61 38 8 16
54 52 9 1
6 75 7 16
13 34 12 1
16 78 8 0
57 32 9 16
13 99 14 4
20 50 6 4
93 98 9 25
66 91 16 9
40 77 6 1
79 62 16 4
15 61 12 1
88 63 10 4
21 82 2 9
53 16 8 16
49 24 6 0
78 54 10 16
72 23 5 4
31 39 13 0
14 19 7 1
22 20 14 9
9 29 10 4
13 56 11 1
38 51 18 16
39 50 10 4
19 97 16 16
31 78 7 1
95 25 14 4
97 59 9 4
11 68 8 4
84 17 12 9
83 43 10 4
57 3 11 1
78 17 8 1
63 25 14 25
61 45 12 0
82 66 18 16
79 90 15 1
81 68 10 16
61 82 3 16
18 66 6 9
64 65 14 9
74 73 5 9
5 85 14 16
91 72 13 0
23 5 13 16
33 66 5 9
91 99 11 9
52 70 18 16
80 31 5 0
91 49 7 1
50 94 5 4
70 80 6 9
89 5 16 9
16 83 11 9
28 37 13 25
79 86 11 9
48 90 7 4
50 86 8 1
85 12 10 4
35 10 14 4
69 50 18 25
74 52 10 4
7 12 11 25
72 96 7 9
74 79 20 9
8 87 11 4
75 60 7 1
82 99 15 0
19 44 11 0
58 43 16 9
70 34 1 16
44 62 15 16
85 44 5 1
38 75 6 16
76 32 3 25
44 79 17 16
18 71 5 4
53 18 8 16
24 79 2 16
95 14 6 1
65 35 1 25
65 33 14 9
60 74 13 4
24 77 12 16
36 71 4 9
96 19 0 25
68 84 7 16
44 75 3 9
17 5 11 9
29 21 4 9
54 58 13 1
91 16 6 9
73 26 13 9
14 77 8 1
6 40 10 1
72 33 9 4
28 53 18 9
3 34 11 25
31 50 12 1
88 51 16 4
34 9 14 0
34 26 18 16
35 100 6 25
12 6 9 16
5 68 12 16
39 81 14 0
77 47 12 0
43 80 7 1
65 4 4 16
29 97 1002 827 0.423562303229701 100 4 0.2533471031358
96 16 5250 613 0.446133465874009 500 7 0.2533471031358
7 38 4869 1030 0.0913177582412027 100 3 0.2533471031358
81 64 991 948 0.417722367488314 500 2 0.2533471031358
53 96 991 1313 0.240659212053288 100 4 0.2533471031358
27 72 1006 1094 0.437607230313588 250 1 0.2533471031358
64 39 1016 763 0.103381365705281 100 6 0.2533471031358
73 94 4827 1305 0.156085662944242 250 3 0.2533471031358
60 36 7648 1364 0.437266484941356 500 1 0.2533471031358
73 57 5173 788 0.44659737133421 250 3 0.2533471031358
350 14 35
350 19 55
1000 18 50
350 16 65
350 16 60
350 12 40
1000 14 55
350 19 40
5000 12 70
1000 15 60
