200 30 30
33 59 7 0
25 49 10 1
84 76 6 9
25 33 13 9
71 35 12 1
11 9 10 4
73 2 11 4
35 91 9 16
10 88 14 9
55 47 14 4
48 35 13 4
15 99 11 1
83 64 9 9
65 59 9 1
22 92 11 0
98 57 9 16
10 79 12 16
73 81 5 9
80 10 9 1
44 91 5 25
6 50 7 9
28 55 7 4
59 90 12 0
41 43 13 1
2 27 8 1
66 2 8 9
48 93 10 1
35 23 1 25
67 16 11 0
31 92 15 1
67 1 13 9
59 28 8 4
59 20 11 4
50 60 10 4
56 32 11 1
92 90 5 0
69 5 6 16
62 48 12 25
89 41 10 4
43 48 14 4
89 44 8 4
73 51 7 4
2 68 7 4
67 32 5 9
35 97 14 4
72 2 16 4
48 1 9 16
45 58 13 1
35 29 16 16
51 50 11 16
35 27 11 16
91 59 14 16
50 92 10 1
17 11 5 16
38 33 5 9
48 61 4 9
38 59 4 1
28 32 7 1
80 77 8 1
44 10 14 4
98 88 9 0
67 26 8 1
96 78 19 25
43 21 19 25
70 100 12 9
63 11 12 9
45 21 13 1
37 66 14 16
46 84 16 4
75 75 15 25
63 54 13 4
46 53 6 4
85 82 12 25
58 89 13 9
25 40 5 9
26 65 14 0
55 9 12 9
15 45 7 25
69 95 10 9
15 89 10 9
63 67 15 4
90 23 14 4
28 50 10 4
54 39 9 4
24 50 5 1
12 85 10 4
95 75 6 25
9 70 9 9
90 83 14 9
53 64 14 0
21 48 19 9
99 90 17 16
52 84 8 1
42 69 5 16
30 42 15 4
5 74 12 4
61 31 9 16
46 11 9 1
42 25 10 0
4 35 12 4
51 93 8 1
7 87 21 25
74 7 6 9
95 6 10 1
2 37 12 16
88 76 1 16
78 93 10 9
22 52 17 16
4 1 12 4
65 58 11 9
27 87 9 1
47 64 4 9
44 54 8 16
41 86 11 9
54 32 12 4
28 98 8 0
69 26 12 9
38 8 16 9
3 48 8 9
75 29 13 1
32 66 7 9
40 17 13 16
6 60 9 9
9 6 13 4
52 34 6 9
47 97 5 16
8 74 10 9
6 62 7 4
95 51 10 25
42 78 3 16
21 22 16 25
18 100 19 9
81 86 13 25
67 2 13 4
71 76 10 16
23 75 5 1
92 47 15 0
78 1 9 4
17 75 11 16
3 36 9 1
41 93 13 0
69 61 10 4
52 83 6 4
31 90 9 25
17 17 8 9
77 83 13 1
50 9 7 16
1 72 11 9
91 75 9 1
91 31 8 1
94 77 15 0
98 24 15 4
97 55 12 9
37 23 12 4
92 96 11 9
36 12 11 1
44 4 4 1
2 50 10 25
91 85 21 9
29 80 10 1
70 42 0 16
98 57 11 9
19 98 14 1
17 67 14 1
75 81 7 4
27 61 13 4
51 81 6 9
80 10 14 0
95 72 13 1
86 88 13 9
10 69 10 1
10 82 11 25
30 90 8 9
77 68 12 4
92 47 18 16
85 24 10 25
13 15 11 0
2 95 7 1
57 50 14 25
11 94 11 16
99 75 8 4
47 78 11 9
94 14 9 1
69 22 10 25
54 14 12 1
88 54 15 9
25 66 11 25
36 95 10 9
84 13 1 9
35 80 8 25
29 49 10 1
71 90 13 4
53 25 14 4
24 47 13 1
81 70 13 4
77 33 6 0
27 38 12 9
70 37 14 4
100 98 12 4
28 25 7 9
58 66 5204 1637 0.190439265202731 500 5 0.841621233572914
47 60 1028 1673 0.462100227852352 250 4 0.841621233572914
40 42 7621 746 0.270973146464676 500 5 0.841621233572914
47 92 7605 1943 0.34246349823894 100 1 0.841621233572914
21 45 7717 1075 0.497384748635814 500 4 0.841621233572914
20 86 1038 1922 0.216824336724821 100 2 0.841621233572914
47 34 974 1278 0.293781386902556 500 7 0.841621233572914
90 31 993 1820 0.28459170140326 100 5 0.841621233572914
72 5 4730 936 0.429133779273834 100 7 0.841621233572914
87 51 974 1401 0.19117342020385 250 6 0.841621233572914
94 10 5198 2013 0.424605507524684 250 5 0.841621233572914
87 38 5059 707 0.321163652706891 500 1 0.841621233572914
31 39 7999 1075 0.237894530191552 250 1 0.841621233572914
28 94 8247 742 0.261658917786554 250 7 0.841621233572914
46 93 982 1292 0.418821415430866 500 5 0.841621233572914
68 2 1003 1988 0.347024824316613 500 7 0.841621233572914
68 80 5060 722 0.271316499782261 250 7 0.841621233572914
16 40 1031 1329 0.284712193359155 100 7 0.841621233572914
26 90 1039 1030 0.312598629759159 250 5 0.841621233572914
79 6 8561 1583 0.0823759361053817 500 7 0.841621233572914
65 3 4862 1358 0.457991485674866 250 1 0.841621233572914
42 12 980 1804 0.450653797243722 500 4 0.841621233572914
53 29 983 1675 0.442382112448104 100 1 0.841621233572914
2 84 4790 841 0.245194360956084 100 6 0.841621233572914
84 95 5273 1670 0.157920862226747 100 7 0.841621233572914
83 30 7892 825 0.37044744631974 500 7 0.841621233572914
87 79 1007 1442 0.184768556794152 100 2 0.841621233572914
79 92 5185 1227 0.496382706586737 500 5 0.841621233572914
83 33 4802 816 0.158875599373132 500 5 0.841621233572914
22 39 5128 2063 0.455802985851187 500 5 0.841621233572914
5000 18 65
5000 17 65
1000 11 45
5000 11 40
5000 15 65
350 11 50
1000 12 75
350 17 70
1000 11 60
5000 19 75
350 13 65
1000 11 55
1000 15 65
350 17 40
1000 12 70
350 20 70
5000 16 55
5000 18 55
1000 13 55
350 18 50
350 17 45
5000 15 40
5000 12 35
5000 20 60
5000 11 55
350 13 70
5000 16 75
350 11 55
1000 12 35
1000 12 50
