200 30 30
3 47 8 16
42 70 11 4
79 16 16 9
2 38 9 4
49 6 10 4
52 50 11 4
33 4 4 9
13 19 6 9
89 15 4 1
38 29 8 16
27 75 9 16
53 55 13 1
72 55 6 25
80 49 4 9
71 56 10 25
84 33 5 16
60 18 9 9
64 26 11 9
15 92 16 9
15 54 13 1
66 40 12 1
98 20 12 1
27 70 13 16
100 43 13 16
59 79 12 9
36 13 12 9
77 66 10 1
42 60 6 16
71 79 8 1
56 22 7 1
42 72 2 9
6 37 9 0
33 90 14 1
27 90 8 16
26 92 9 4
47 34 11 4
96 81 10 9
58 2 9 0
22 87 12 4
95 52 8 1
5 34 7 9
3 34 11 9
29 68 9 4
42 10 14 16
40 35 12 1
60 48 10 1
20 46 15 9
44 55 11 9
57 19 11 9
59 84 12 0
57 23 7 9
36 24 13 16
25 17 2 16
28 27 8 9
68 47 6 1
97 63 13 4
65 93 10 1
52 42 8 0
32 67 9 9
93 91 13 16
76 27 16 4
11 39 12 1
45 44 6 4
77 60 4 4
60 83 8 16
9 76 10 9
81 9 11 0
80 41 9 4
65 69 12 1
77 97 7 4
100 22 5 9
50 43 11 16
50 73 16 4
37 44 8 16
14 97 16 1
92 27 11 9
59 64 12 16
77 62 11 4
16 77 17 9
7 14 10 25
10 68 11 1
77 59 10 4
44 20 6 9
84 66 15 1
73 52 8 16
54 95 6 1
52 21 12 0
31 49 8 4
67 52 14 1
13 55 21 25
31 25 5 1
99 6 4 1
42 78 10 16
5 56 1 9
13 43 14 4
47 80 5 16
3 38 16 16
58 25 13 16
89 95 19 16
26 84 9 4
52 29 9 4
87 7 2 4
41 84 6 1
76 56 8 4
85 61 12 9
53 44 7 1
45 40 9 1
68 44 16 25
14 93 8 9
33 38 3 16
80 56 9 1
55 56 6 1
75 68 6 4
28 96 13 1
57 95 10 1
68 12 14 1
29 18 13 16
71 66 8 4
13 10 10 4
28 30 8 4
15 22 15 16
86 2 11 1
93 74 14 4
66 4 7 0
9 92 13 4
10 77 5 0
32 63 11 0
35 78 8 16
47 66 14 9
38 25 9 0
54 27 10 4
32 24 12 25
64 13 6 0
97 20 16 1
66 29 13 4
43 74 9 1
63 38 10 9
51 36 13 9
90 83 14 9
8 61 13 0
34 23 18 25
2 10 13 1
61 63 4 1
78 10 6 1
77 14 7 1
73 10 12 1
63 58 9 9
85 18 18 16
53 7 4 4
60 21 12 1
32 60 9 4
59 59 11 4
5 14 8 4
61 28 10 1
74 95 12 0
90 25 10 0
94 27 14 0
38 36 11 4
91 71 14 1
92 28 11 9
21 48 4 25
91 25 11 16
25 60 20 9
64 57 6 0
99 60 9 16
66 46 12 0
5 20 12 9
90 14 11 1
41 48 8 16
82 47 6 1
46 37 16 9
12 47 10 9
11 12 8 9
26 52 10 9
74 15 12 9
22 70 9 9
77 19 12 25
9 22 8 9
83 61 14 0
10 16 16 9
7 76 9 1
95 27 6 4
76 12 5 16
19 10 2 16
43 19 9 9
31 98 14 0
67 63 10 16
84 22 6 4
21 68 16 9
5 67 13 9
91 18 8 4
12 16 8 25
38 14 4 9
2 29 9 16
88 5 16 1
41 15 8 4
47 68 8 1
67 59 5 25
67 1 5 9
84 59 11 1
99 56 1010 942 0.279914750396274 250 1 1.2815515655446
54 37 8230 1653 0.332728266399354 500 5 1.2815515655446
87 10 8541 1851 0.433892709957436 500 4 1.2815515655446
76 80 4792 1561 0.428778046423104 250 7 1.2815515655446
42 35 8727 1746 0.474293781511951 250 3 1.2815515655446
21 96 1008 779 0.147536002164707 500 6 1.2815515655446
55 4 4936 1473 0.160603924437892 500 1 1.2815515655446
23 44 991 1775 0.277075980650261 500 1 1.2815515655446
67 90 7799 1195 0.146571913205553 100 6 1.2815515655446
80 57 8310 1564 0.267590468442068 500 4 1.2815515655446
27 1 4931 1812 0.44904503244441 100 5 1.2815515655446
70 76 8103 1220 0.461199323679321 100 2 1.2815515655446
64 92 969 1446 0.442102412607055 500 6 1.2815515655446
73 1 7896 875 0.248688984748442 100 5 1.2815515655446
20 38 4866 762 0.456997460825369 500 2 1.2815515655446
13 96 5154 875 0.229373858401086 100 4 1.2815515655446
55 93 1007 920 0.0960676149558276 100 1 1.2815515655446
99 70 5069 1700 0.200979050700553 100 7 1.2815515655446
22 41 8552 970 0.482726766502019 250 7 1.2815515655446
10 76 7759 1219 0.0586355912452564 500 1 1.2815515655446
81 93 5002 948 0.363732610570732 250 7 1.2815515655446
20 13 7798 766 0.438821358003188 100 6 1.2815515655446
90 24 993 1039 0.170567351058125 250 4 1.2815515655446
5 2 1014 1863 0.369673465217929 500 1 1.2815515655446
60 17 4738 1487 0.148769403940532 250 3 1.2815515655446
82 10 1020 1689 0.185896510339808 100 3 1.2815515655446
28 33 4832 1009 0.0742434905539267 100 1 1.2815515655446
66 67 4622 1828 0.114131048016716 100 4 1.2815515655446
71 16 5074 1284 0.0858352039195597 250 4 1.2815515655446
9 22 980 1881 0.183698233456817 250 6 1.2815515655446
5000 13 25
5000 14 35
5000 17 35
5000 13 55
350 19 45
1000 17 65
350 20 70
5000 14 60
350 19 50
350 15 75
5000 16 50
1000 11 70
5000 19 35
350 15 40
5000 18 30
350 12 40
5000 13 45
1000 11 55
350 11 65
5000 13 50
5000 18 60
350 19 45
1000 18 30
350 17 25
5000 18 35
350 19 45
1000 15 40
1000 18 60
1000 10 50
350 13 50
