200 30 30
18 15 6 9
92 55 8 1
96 55 10 0
10 71 5 0
69 43 8 4
93 70 5 9
42 63 10 0
62 32 18 16
9 23 7 4
23 9 14 16
96 76 10 1
34 60 12 1
58 52 15 16
91 50 11 0
86 57 15 1
26 96 10 0
17 86 13 1
32 67 7 4
19 21 13 1
21 70 5 9
55 49 7 1
82 16 12 16
49 76 14 25
60 71 7 25
69 33 13 4
98 72 9 9
75 10 14 9
96 29 7 16
94 75 13 4
40 56 11 4
2 42 11 0
59 84 15 16
94 90 7 1
64 100 16 4
93 61 15 1
82 65 15 0
20 50 9 4
38 42 16 16
34 4 5 16
52 40 15 25
3 21 13 1
12 38 17 16
18 22 10 4
33 64 12 1
16 25 5 16
89 83 13 25
58 5 7 9
92 26 1 16
79 29 10 16
43 61 9 4
22 23 4 16
27 14 13 25
16 91 8 1
52 32 11 9
53 59 10 9
87 59 4 16
76 97 14 1
64 9 13 9
8 34 14 1
28 76 10 1
48 78 15 9
82 96 3 25
89 6 1 25
31 83 6 25
48 61 14 4
55 7 7 0
49 8 10 9
58 17 6 16
18 8 17 4
78 83 22 16
68 80 11 4
70 67 4 16
15 35 16 9
13 7 8 4
66 64 10 1
44 27 9 16
12 19 12 9
90 41 13 0
90 49 9 4
97 70 10 16
37 28 8 0
75 71 6 4
28 90 12 16
62 73 7 16
78 75 22 25
69 53 6 9
52 51 3 9
27 18 7 25
46 52 1 16
58 48 6 9
6 15 10 1
97 81 8 9
50 86 7 9
34 8 16 16
91 3 12 16
49 77 13 0
82 30 16 16
54 96 5 9
98 94 12 0
2 91 17 4
40 22 8 4
63 18 8 9
89 28 13 4
92 94 7 9
34 30 8 9
73 95 5 25
10 14 6 9
77 27 13 16
61 97 4 9
36 63 4 9
1 8 10 9
82 50 9 9
43 88 8 16
97 74 3 16
37 76 6 1
21 18 12 16
12 47 6 16
46 19 11 1
2 12 12 0
84 35 12 4
3 99 11 4
71 15 9 25
90 5 11 1
58 18 10 16
78 38 1 16
64 90 7 4
87 46 14 0
14 72 24 16
57 63 11 16
52 4 13 4
35 78 11 16
71 85 9 16
82 6 1 16
59 12 16 1
53 58 4 25
21 31 15 4
59 13 15 9
51 74 15 16
14 84 13 1
50 96 16 16
64 5 13 16
100 95 13 25
85 28 10 4
8 18 13 9
37 10 6 0
86 83 3 1
80 83 8 1
39 64 15 0
90 22 11 1
6 36 13 16
26 48 8 9
66 73 9 1
14 4 9 4
96 25 8 9
47 83 9 1
6 80 14 4
12 33 13 9
11 26 6 16
40 18 5 1
75 59 10 4
3 53 8 9
37 45 8 1
26 88 15 9
70 100 9 4
17 18 11 9
85 18 12 0
54 49 12 16
21 19 2 16
7 87 10 9
73 50 19 9
77 80 7 4
74 64 13 1
72 99 9 9
28 42 11 25
91 60 9 1
65 37 8 25
60 43 14 16
31 55 19 16
58 60 12 1
62 26 6 9
42 9 11 0
70 36 14 4
71 9 3 25
34 9 14 4
77 70 10 1
37 61 5 16
39 29 8 1
85 17 15 1
98 57 13 1
21 63 15 25
9 44 9 4
30 77 4 1
86 65 15 9
97 85 15 1
77 67 9 16
76 35 11 1
87 46 7 1
40 74 12 9
24 11 6 1
14 59 3 25
92 24 997 1349 0.209011878035963 500 3 1.2815515655446
26 31 986 1913 0.225552888636012 250 7 1.2815515655446
48 54 7665 1176 0.370305387820117 250 2 1.2815515655446
18 3 5106 781 0.104488520033192 500 2 1.2815515655446
8 44 4967 1162 0.14533558974741 500 7 1.2815515655446
68 56 8027 1069 0.380211488995701 500 2 1.2815515655446
68 71 993 1215 0.396587236707564 100 3 1.2815515655446
54 45 8324 1307 0.39959042027127 100 7 1.2815515655446
92 54 7595 842 0.490274894193281 500 7 1.2815515655446
64 29 8185 1387 0.0894188195792958 100 4 1.2815515655446
28 74 980 1674 0.416176576274447 100 3 1.2815515655446
43 33 972 853 0.121233339176979 500 1 1.2815515655446
76 23 8322 1786 0.0773339247284457 100 3 1.2815515655446
31 83 4985 836 0.104606185948942 250 6 1.2815515655446
73 57 4850 1304 0.372275534814689 250 4 1.2815515655446
58 32 5268 1919 0.251835710797459 250 7 1.2815515655446
16 59 996 1916 0.4303481857921 100 3 1.2815515655446
51 96 5371 1994 0.14515740936622 100 3 1.2815515655446
53 8 5078 1754 0.210525730126537 500 1 1.2815515655446
71 57 4626 933 0.0622172030154616 100 3 1.2815515655446
66 53 8138 1404 0.476802143775858 100 5 1.2815515655446
54 89 984 695 0.0651441472931765 250 3 1.2815515655446
62 98 4859 1604 0.466620211233385 100 4 1.2815515655446
33 80 1007 1370 0.260211938286666 100 6 1.2815515655446
94 22 994 1329 0.105021494461689 100 3 1.2815515655446
39 64 8063 1313 0.185182408131659 500 3 1.2815515655446
7 31 7663 1056 0.35159531300189 250 5 1.2815515655446
35 51 1055 1631 0.108998545575887 250 6 1.2815515655446
89 7 5367 1099 0.328094589426182 250 1 1.2815515655446
25 42 4852 814 0.135551236569881 250 2 1.2815515655446
5000 17 45
1000 11 25
350 13 45
5000 10 50
350 12 30
5000 13 70
350 17 65
5000 18 25
1000 11 60
350 19 75
350 20 70
1000 20 30
5000 12 25
1000 13 40
5000 18 45
5000 14 45
350 15 25
350 16 30
1000 12 55
1000 11 30
1000 12 40
350 13 25
5000 11 35
350 13 55
350 13 40
1000 12 50
350 17 50
350 16 40
5000 14 60
350 16 50
