1000 50 50
43 99 7 4
99 89 5 16
100 2 11 16
33 79 8 1
90 55 10 1
2 42 11 16
100 32 1 25
14 70 15 9
68 74 7 25
37 76 11 25
62 90 15 1
94 33 7 25
5 79 5 9
56 21 5 4
68 99 14 4
98 32 10 4
71 16 15 1
75 11 13 9
8 90 12 9
75 45 13 1
53 72 4 25
85 27 15 16
10 77 9 25
62 33 15 4
97 99 10 0
21 56 14 9
14 74 7 16
67 67 5 4
46 50 6 0
66 27 8 1
49 18 16 4
34 76 11 4
2 6 12 0
56 60 8 9
27 47 17 16
89 78 6 0
54 8 11 9
4 77 15 0
48 49 11 1
65 47 12 4
36 88 6 9
80 13 4 4
78 33 10 0
53 72 12 0
48 38 10 1
72 53 12 9
18 24 13 16
20 71 7 0
16 81 12 1
69 24 13 16
83 98 12 4
24 65 8 1
9 40 5 1
69 86 8 16
13 92 9 4
38 16 12 4
13 65 13 25
38 19 7 9
18 37 13 16
88 90 5 16
96 59 12 16
94 39 12 0
8 59 18 25
79 99 15 0
96 6 13 1
74 78 2 25
38 24 3 16
66 6 6 16
66 67 7 16
68 71 7 1
3 91 10 0
5 82 15 1
20 42 3 1
2 7 9 16
2 67 10 16
41 39 9 9
54 80 8 16
15 80 9 0
76 42 14 9
18 68 3 9
58 86 13 4
46 81 11 16
79 19 10 9
10 69 4 4
96 69 10 4
77 100 16 9
68 12 15 16
57 63 16 16
80 21 6 4
5 69 19 16
3 42 11 0
55 22 7 9
54 66 5 1
34 60 1 25
85 35 14 9
40 34 14 16
56 73 5 25
48 15 17 9
64 43 9 16
74 75 7 16
4 11 14 16
84 96 7 9
3 3 11 1
3 49 0 9
7 3 7 1
43 19 8 25
9 56 9 4
32 5 12 1
38 65 14 4
3 20 10 9
79 35 11 4
50 73 8 16
62 23 10 4
8 94 4 16
70 4 15 9
75 73 7 9
87 7 12 9
83 14 11 0
11 68 9 4
63 37 3 4
61 51 6 25
78 77 10 25
48 3 9 16
70 44 14 1
34 59 17 9
9 13 9 1
68 35 9 1
59 33 9 4
57 56 8 16
38 51 7 9
12 93 5 16
92 75 10 0
42 53 6 9
45 13 8 9
67 63 8 16
41 83 12 25
28 59 10 9
3 4 5 9
82 80 7 1
43 97 7 9
14 27 11 1
83 45 6 9
90 46 7 1
77 28 12 1
33 38 11 4
33 94 7 16
52 2 13 25
2 72 12 1
91 77 6 0
71 87 9 4
100 28 6 1
16 59 6 9
47 35 10 0
29 64 14 4
69 98 8 1
64 13 12 16
44 8 18 16
29 1 5 0
27 97 13 0
83 63 9 1
72 31 9 16
53 55 6 9
27 83 14 9
36 69 6 1
89 32 7 0
10 56 16 25
17 45 15 0
99 25 15 4
78 28 9 25
89 59 7 1
24 5 5 9
88 48 11 4
91 76 13 1
56 99 5 0
17 58 11 1
57 98 10 25
68 45 6 0
33 19 6 1
16 81 7 25
6 51 13 9
66 87 5 16
28 44 13 16
95 21 11 1
60 51 12 16
55 58 11 16
89 17 7 0
40 21 11 16
7 83 7 0
98 82 6 4
41 42 18 4
68 67 8 16
87 43 5 25
53 2 10 25
85 15 7 1
71 61 14 16
25 77 10 16
97 50 6 16
19 25 9 16
43 75 17 16
50 12 5 4
14 63 13 1
64 62 13 9
54 24 5 25
91 6 8 25
11 75 7 16
23 60 8 9
83 83 7 0
95 7 15 1
75 63 3 25
44 79 7 4
30 93 10 0
43 98 14 25
94 48 5 1
56 99 14 9
63 72 12 9
45 2 11 16
17 21 5 1
85 39 2 25
74 57 6 4
82 38 5 4
8 31 4 9
8 52 11 16
73 33 3 9
66 98 5 9
69 9 3 1
55 99 13 9
84 41 12 0
22 64 9 0
95 96 5 16
50 93 14 4
99 51 14 25
49 94 8 1
32 14 11 16
16 53 11 1
83 62 9 0
85 39 8 9
30 47 5 4
67 88 12 16
1 97 12 0
77 61 9 1
55 50 8 16
56 27 10 16
57 20 13 9
21 76 9 1
36 45 8 16
82 43 12 9
38 71 13 25
23 95 3 4
66 57 11 0
66 58 18 25
50 87 12 0
46 19 15 1
8 29 5 1
93 34 7 16
96 6 4 4
18 58 13 0
79 93 15 16
92 94 10 25
49 40 9 4
7 32 12 4
22 62 9 1
59 42 13 4
73 97 11 25
89 43 8 9
64 86 10 9
13 16 9 4
86 44 11 0
88 82 13 16
50 6 5 0
60 42 15 1
22 55 7 4
83 74 2 25
55 14 9 0
44 75 11 4
5 92 13 16
45 79 10 1
55 9 13 16
50 75 7 9
18 29 11 1
58 61 19 25
1 2 9 0
78 3 13 1
84 5 17 9
19 96 18 16
49 97 5 4
74 62 6 9
53 28 17 9
83 49 11 1
71 49 12 16
18 29 15 1
89 80 10 9
90 4 10 9
91 98 8 25
39 65 8 25
43 40 13 4
12 43 1 16
70 80 11 9
35 83 5 16
6 65 6 4
41 60 15 4
81 21 16 16
86 7 11 1
57 17 6 9
86 29 17 4
33 27 10 16
47 52 5 4
8 83 7 4
95 80 15 16
63 33 14 1
20 54 9 16
35 48 7 9
27 13 13 0
15 42 5 16
21 49 7 4
61 94 3 16
25 6 6 16
78 35 16 9
20 16 16 4
96 67 14 0
85 36 7 4
87 6 7 1
6 1 12 16
2 68 7 1
97 12 6 16
61 16 9 4
78 83 15 9
46 15 7 16
10 39 6 4
76 93 4 16
17 95 13 4
95 56 18 4
93 51 11 16
9 39 15 1
25 53 14 1
19 40 6 4
25 14 14 4
26 82 10 1
39 43 12 4
58 69 6 4
99 34 11 4
25 81 12 1
39 76 13 9
34 8 10 9
16 24 13 4
18 46 6 1
92 36 12 0
38 17 12 4
1 18 4 16
88 99 9 4
63 61 8 4
7 56 14 25
85 97 18 9
36 79 12 1
92 20 6 0
9 82 7 9
31 14 10 1
77 81 10 4
49 62 14 4
94 58 11 4
48 67 5 0
5 85 5 4
84 45 17 9
100 51 15 4
75 25 7 9
82 25 11 25
66 2 10 4
81 36 13 9
81 29 9 0
82 73 9 16
25 37 9 1
49 81 7 16
46 38 13 1
43 87 8 0
56 74 9 1
51 71 9 9
50 71 14 1
37 45 10 25
20 90 10 1
76 39 4 9
55 24 15 0
99 100 10 25
18 31 11 4
21 41 14 1
85 21 10 4
31 34 8 9
59 64 18 25
2 65 10 16
86 21 8 9
28 24 10 4
4 21 15 25
62 11 4 9
32 92 8 4
36 47 8 1
12 37 12 16
9 30 10 0
66 75 10 16
69 33 7 1
67 98 17 16
33 66 20 25
51 32 9 16
82 54 15 1
92 45 6 4
26 99 12 1
13 68 12 1
27 81 20 25
79 15 13 1
34 11 15 0
45 44 9 9
72 96 8 0
31 56 14 9
51 53 4 9
73 55 12 9
89 2 12 1
88 30 13 25
64 15 10 9
85 81 11 1
69 39 9 16
30 25 10 9
53 85 6 25
31 26 6 1
49 40 6 4
80 26 14 4
89 16 11 9
67 11 10 4
48 87 10 0
49 57 9 16
35 88 5 0
18 60 8 0
63 43 7 0
34 33 7 1
6 41 1 16
53 80 21 4
84 71 11 1
62 87 0 25
21 34 11 16
63 28 8 9
71 7 5 9
46 85 8 1
72 21 10 0
3 17 6 9
77 49 7 16
84 15 8 4
13 66 16 9
71 75 14 4
65 5 14 1
44 62 17 16
21 74 12 1
81 14 7 0
