200 30 30
3 16 6 1
93 64 10 1
54 9 9 4
62 31 3 16
64 83 11 16
31 39 8 0
78 51 10 25
47 68 15 0
26 8 14 1
15 99 5 16
23 33 13 16
33 20 10 16
3 94 5 9
61 75 13 9
57 51 7 25
64 72 13 16
56 38 13 16
2 64 12 1
66 99 11 16
68 49 13 1
64 39 12 1
56 80 11 16
8 63 5 16
24 8 10 25
57 60 14 1
37 65 9 9
19 28 17 9
41 78 7 1
75 31 8 4
35 98 12 1
59 87 10 4
57 16 14 1
5 42 9 16
32 84 6 1
7 39 6 1
79 69 9 0
43 32 4 25
20 35 22 25
40 5 8 4
27 18 9 4
91 21 9 4
71 3 6 16
45 8 10 0
16 55 16 16
55 79 8 1
34 32 12 4
40 19 17 16
99 18 12 1
32 57 10 25
68 22 9 1
60 53 9 1
50 91 14 1
36 16 6 16
17 24 16 1
91 82 13 16
33 40 8 9
44 61 7 16
63 18 15 16
93 80 9 1
23 49 11 4
9 82 6 0
47 45 15 4
36 79 12 4
31 79 14 9
63 62 7 4
43 94 13 1
16 69 8 16
12 26 10 4
73 34 10 25
46 30 5 25
4 72 15 4
81 18 8 16
35 47 6 1
25 7 7 1
54 40 8 9
96 35 6 4
25 68 7 0
100 93 10 16
16 73 5 0
29 39 8 0
79 19 13 4
55 67 6 1
57 68 8 9
99 35 12 1
20 12 18 16
60 76 13 1
52 49 7 1
23 9 8 4
84 70 9 16
10 86 10 1
72 23 5 1
11 82 6 1
43 47 11 16
76 25 10 4
80 43 17 16
87 50 6 1
8 58 2 16
95 13 6 25
79 72 11 4
94 39 12 16
27 35 15 4
73 42 18 25
15 83 13 0
13 17 6 16
12 78 15 9
18 87 13 25
25 78 15 1
97 27 10 1
55 24 1 25
76 25 11 9
32 22 17 16
81 99 5 9
8 21 12 0
38 17 12 0
33 79 14 25
48 20 2 16
26 11 8 16
21 90 13 0
30 25 13 1
12 63 13 9
11 52 6 25
7 50 5 9
36 94 11 1
39 34 12 1
65 21 3 25
80 48 13 16
87 66 13 4
83 78 11 16
55 81 8 0
61 2 14 16
40 68 11 4
44 94 6 9
50 29 8 1
73 89 10 16
76 13 7 1
57 17 8 16
84 87 15 1
68 63 12 25
41 34 19 9
25 88 13 16
34 9 12 9
56 82 13 1
84 74 6 0
73 15 13 4
92 77 7 0
16 50 13 4
8 8 6 1
59 48 7 16
24 90 3 16
35 97 2 16
3 14 4 16
44 65 6 1
70 80 13 16
71 76 11 4
53 42 9 9
33 8 11 9
14 58 9 25
19 83 6 4
93 94 8 4
86 18 12 1
62 9 6 1
54 91 8 4
92 5 7 16
70 64 4 25
24 98 8 1
93 1 11 1
65 57 11 16
93 17 8 1
61 78 8 1
22 27 12 0
58 80 6 1
78 9 4 4
97 8 14 4
11 75 11 9
78 8 11 4
5 70 12 9
83 81 7 1
99 53 12 1
14 2 10 16
13 31 11 16
69 99 12 0
92 6 6 9
40 57 13 1
19 32 6 0
100 51 9 0
8 14 2 25
65 49 10 4
55 98 9 9
67 95 12 4
37 16 9 0
40 6 9 9
78 92 9 4
7 34 12 1
2 63 15 1
15 72 6 4
67 57 10 4
29 82 12 9
32 40 2 4
61 9 2 16
62 7 7 9
11 89 998 1089 0.164870818387717 250 6 0.841621233572914
32 71 4947 1121 0.273165346458554 250 7 0.841621233572914
39 25 8187 1043 0.241408683042973 100 1 0.841621233572914
87 73 7938 1843 0.0352445212006569 500 5 0.841621233572914
86 65 7903 870 0.210076703589875 100 5 0.841621233572914
99 44 995 662 0.318839720941614 500 6 0.841621233572914
75 26 7491 829 0.0915262011624873 100 1 0.841621233572914
31 75 8211 1685 0.120092013017274 500 1 0.841621233572914
86 22 1051 895 0.459728727238253 500 2 0.841621233572914
69 58 5067 666 0.14833271447802 100 6 0.841621233572914
68 27 1014 791 0.178125848155469 100 5 0.841621233572914
24 94 7569 686 0.189013421090785 250 3 0.841621233572914
29 60 7693 1267 0.360589189210441 250 2 0.841621233572914
82 5 8403 1020 0.387319734811317 100 7 0.841621233572914
88 5 8192 1342 0.0447695504780859 500 1 0.841621233572914
88 87 1004 1113 0.387227436066605 500 1 0.841621233572914
74 64 5002 1794 0.479002677879762 500 4 0.841621233572914
50 55 1014 865 0.458251208667643 500 5 0.841621233572914
39 25 8058 1318 0.117804173477925 100 5 0.841621233572914
39 54 7749 1592 0.24568604696542 100 1 0.841621233572914
87 59 5325 1230 0.100424203316215 100 1 0.841621233572914
98 22 7630 1732 0.116464705080725 250 7 0.841621233572914
30 84 7836 1302 0.0808317372133024 100 4 0.841621233572914
23 45 5058 818 0.237636752214748 500 3 0.841621233572914
29 7 7712 1505 0.161260556424968 100 2 0.841621233572914
7 52 982 1291 0.173925196914934 100 1 0.841621233572914
68 83 5233 1520 0.316794071674813 500 6 0.841621233572914
38 78 1002 1002 0.351669876689557 500 1 0.841621233572914
21 17 5012 1638 0.344788477800321 250 2 0.841621233572914
85 77 5233 1194 0.358481628599111 100 4 0.841621233572914
5000 13 75
5000 17 55
350 14 50
350 15 55
1000 18 65
5000 15 55
1000 15 40
1000 11 65
1000 14 45
5000 14 30
350 12 35
5000 11 55
1000 19 60
1000 11 55
1000 13 65
350 16 40
1000 13 45
1000 18 70
1000 18 55
350 18 35
5000 16 45
1000 19 55
350 16 55
350 17 60
1000 14 75
1000 14 65
350 10 50
350 13 30
5000 15 40
5000 10 60
