200 30 30
68 94 12 0
95 7 15 9
29 43 17 9
15 74 5 25
81 15 13 4
65 86 5 9
35 22 10 1
40 49 11 1
7 63 11 9
39 4 14 4
45 39 11 9
93 46 12 16
55 98 8 16
80 49 14 16
30 38 8 0
97 97 10 9
83 76 11 1
31 20 5 0
90 59 10 4
6 74 2 16
61 8 10 4
81 100 7 0
45 67 11 4
47 79 14 1
62 2 5 25
54 13 8 1
2 3 10 9
12 15 15 9
22 21 8 9
53 5 9 4
90 67 12 0
48 68 6 16
60 19 12 9
64 84 14 9
9 82 8 4
39 42 13 1
61 15 13 9
65 29 6 25
22 46 13 9
75 76 10 4
78 47 16 4
98 98 6 4
67 91 7 16
76 51 11 4
77 57 7 4
95 66 14 4
85 32 16 9
34 83 10 9
57 44 14 1
40 1 11 16
85 44 17 16
34 26 9 9
29 26 6 1
95 5 14 1
91 39 10 4
37 26 11 0
59 48 11 16
34 14 4 16
62 58 1 25
24 15 11 9
85 57 15 4
72 81 9 1
7 95 8 1
27 73 11 25
50 63 10 9
93 53 13 16
57 62 13 4
45 44 10 1
48 78 10 4
23 66 10 1
76 2 8 4
30 74 14 4
45 78 12 9
75 2 12 16
76 35 12 1
62 13 9 9
21 93 7 0
15 95 14 1
68 94 7 1
12 58 13 0
38 82 18 16
54 45 21 25
84 94 7 4
69 55 12 25
76 77 6 16
26 59 9 0
23 3 5 0
36 35 14 1
79 61 12 1
14 21 19 25
39 98 4 9
66 94 5 9
12 12 6 16
66 66 15 4
92 24 8 1
22 54 10 4
47 46 13 25
24 48 18 9
40 81 10 16
81 12 11 16
61 64 5 1
60 66 11 16
84 85 21 16
32 20 13 9
93 10 12 1
97 98 10 0
34 16 9 16
94 8 14 1
13 51 10 4
19 81 15 4
81 59 15 16
61 73 13 16
68 19 6 9
2 55 10 1
50 11 10 1
94 12 12 9
70 32 13 0
69 69 11 4
10 96 7 4
75 47 12 1
53 7 10 4
95 45 5 1
76 46 12 4
61 5 4 16
10 41 15 4
95 41 5 1
61 25 10 1
27 33 10 16
48 95 11 9
95 58 8 16
70 4 5 25
35 90 14 25
35 18 8 1
38 61 14 1
48 12 4 4
76 68 9 16
46 37 9 16
21 47 5 25
77 71 8 0
52 60 9 16
97 75 17 16
32 3 18 16
62 95 6 4
32 41 9 0
69 8 7 16
13 64 15 9
91 15 11 1
49 18 7 16
9 19 12 1
35 66 4 4
33 25 16 9
71 96 14 9
9 38 12 9
16 97 4 16
60 15 7 1
17 39 9 16
49 11 10 0
86 15 8 4
82 99 9 1
9 25 10 9
37 18 16 1
81 27 11 4
30 83 4 1
38 65 8 1
85 68 7 0
17 24 6 16
100 23 7 1
43 90 12 25
83 4 13 16
75 40 6 9
63 4 12 4
63 70 8 25
99 69 12 9
40 37 11 0
36 77 7 16
63 94 4 4
68 80 13 9
53 79 8 16
41 77 5 9
13 43 7 1
10 28 21 9
18 91 14 1
63 45 3 16
75 51 10 9
77 90 16 16
54 3 7 9
100 71 15 1
57 66 3 4
87 8 13 9
37 36 14 9
73 13 15 9
39 73 8 0
21 47 9 1
42 99 13 0
82 65 4 25
72 64 10 4
67 33 7 9
39 53 7 1
7 56 5 9
77 55 12 9
72 12 8227 1848 0.45983361212071 500 2 0.524400512708041
6 87 8059 888 0.152057449724525 500 7 0.524400512708041
22 46 8107 711 0.218506367695518 250 7 0.524400512708041
86 58 8062 1000 0.35155867110705 250 2 0.524400512708041
90 28 999 1998 0.218281287522987 100 2 0.524400512708041
6 47 5100 1086 0.437591446838342 250 6 0.524400512708041
51 8 7887 2026 0.439477194321807 100 2 0.524400512708041
7 14 5178 1736 0.403683114589658 100 3 0.524400512708041
44 42 7595 1950 0.106769413587172 100 1 0.524400512708041
87 5 5438 1575 0.191664230988827 250 3 0.524400512708041
33 86 1021 1890 0.0697945400886238 500 2 0.524400512708041
27 51 987 1551 0.353333599516191 500 7 0.524400512708041
21 18 965 872 0.225499478611164 500 2 0.524400512708041
60 47 1002 1150 0.157019801787101 500 4 0.524400512708041
19 67 8509 781 0.367149306018837 250 6 0.524400512708041
8 47 4765 881 0.488308590285014 100 5 0.524400512708041
91 63 962 1708 0.294302785454784 500 4 0.524400512708041
95 43 5308 1135 0.243154493006878 250 1 0.524400512708041
43 66 987 726 0.217700767116621 500 5 0.524400512708041
65 66 1006 1495 0.459261359400116 500 6 0.524400512708041
96 61 4798 1881 0.462185716195963 100 4 0.524400512708041
6 87 4644 1799 0.327040787125006 250 5 0.524400512708041
46 79 5086 1094 0.165185166520532 100 5 0.524400512708041
93 89 7879 1077 0.334168830541894 100 3 0.524400512708041
30 34 7437 1201 0.443668627254665 500 2 0.524400512708041
31 60 7866 1219 0.193444403959438 250 4 0.524400512708041
91 24 7582 1793 0.298043923662044 250 5 0.524400512708041
43 39 1017 2005 0.253913425141946 250 7 0.524400512708041
63 8 8070 1750 0.199288494116627 500 6 0.524400512708041
75 42 1032 896 0.441712441609707 500 7 0.524400512708041
350 16 70
1000 16 55
5000 16 25
5000 16 50
350 12 40
5000 14 50
350 13 50
350 16 30
5000 17 60
1000 12 65
1000 12 40
350 13 30
350 13 70
5000 16 75
5000 15 70
350 10 70
350 11 70
350 11 50
1000 10 55
350 17 35
1000 13 60
1000 16 50
350 15 30
1000 17 70
5000 10 40
350 14 55
5000 17 35
1000 15 30
5000 13 35
350 17 50
