300 50 50
73 13 6 16
81 56 8 16
35 77 0 9
74 88 11 1
31 39 13 16
62 1 13 16
73 93 13 1
36 76 7 9
8 48 2 9
48 42 13 1
60 55 4 4
51 72 7 1
77 59 12 9
32 29 9 16
49 32 12 0
68 47 12 16
74 91 6 9
2 26 13 4
100 58 8 16
72 88 9 25
56 58 8 4
96 81 14 0
24 34 15 16
66 96 9 9
78 74 13 9
79 46 13 16
22 46 5 4
28 34 12 4
69 89 14 1
50 29 9 4
57 57 5 4
14 43 13 4
18 28 16 25
88 44 7 1
92 46 3 4
71 13 11 1
95 12 16 16
61 50 10 16
55 4 10 1
41 31 11 4
50 3 12 9
12 22 8 0
62 33 12 1
93 27 14 25
64 15 16 1
97 48 15 0
40 26 11 1
34 27 14 4
33 19 9 9
21 56 9 16
23 22 7 1
76 69 11 1
63 7 9 4
38 38 10 16
43 41 15 0
50 99 9 9
91 48 10 0
66 66 12 9
11 89 8 16
46 71 13 16
60 27 1 9
21 46 11 1
4 29 5 4
28 50 11 25
11 88 11 1
55 28 12 16
53 4 13 1
28 27 9 9
49 27 2 25
77 57 10 25
93 43 9 16
39 58 7 9
58 92 13 9
9 69 2 9
78 77 7 16
29 16 12 4
25 83 4 16
8 4 7 4
46 17 15 4
55 86 10 16
64 100 8 9
98 75 9 25
68 38 10 4
74 84 12 9
19 35 9 1
97 78 11 1
53 9 14 1
61 61 7 1
62 93 3 9
41 4 13 9
65 64 4 16
66 8 13 16
23 89 15 9
33 17 8 25
37 33 7 9
93 52 15 4
18 39 15 4
25 3 13 9
49 77 4 4
22 78 9 1
79 64 6 16
35 60 6 1
37 5 13 1
21 37 9 4
95 48 9 1
12 63 15 9
30 78 9 1
92 96 12 16
69 34 4 4
19 41 5 16
6 64 3 16
56 100 8 4
4 79 8 16
61 55 15 16
98 59 9 0
28 69 11 4
70 28 7 16
28 13 14 1
81 45 6 4
52 49 8 1
10 48 6 4
69 38 7 9
91 32 10 0
24 6 13 4
89 84 1 25
47 84 6 25
89 57 6 16
13 56 7 1
57 63 6 25
2 64 8 9
9 4 10 4
95 33 9 0
92 28 1 16
39 91 8 16
1 36 11 4
66 27 14 0
58 61 9 4
16 68 11 16
74 75 7 4
48 47 12 0
48 60 6 9
67 56 1 16
83 53 5 4
26 27 10 1
7 62 16 9
29 37 14 0
53 53 10 1
84 92 15 9
76 19 10 4
75 48 14 1
98 83 4 9
63 10 6 0
56 27 11 16
8 38 10 4
38 49 8 16
51 33 12 9
4 82 11 0
55 20 14 1
18 47 6 1
58 29 17 9
22 25 13 0
67 61 13 1
55 61 6 1
74 12 11 9
37 45 5 9
20 13 13 4
83 64 17 16
68 44 6 9
61 96 14 9
79 1 15 9
69 39 1 16
6 26 14 16
73 78 0 9
50 17 10 16
55 57 15 4
84 39 13 16
86 50 10 16
29 97 5 9
59 71 11 1
62 3 9 1
88 50 11 0
59 52 16 16
89 14 8 4
3 32 10 9
54 14 15 4
97 38 7 4
59 87 18 16
10 15 12 16
42 32 10 4
