500 50 50
33 21 8 1
61 83 12 4
23 51 10 9
41 39 9 9
28 42 6 9
49 5 12 1
96 58 6 25
32 65 5 16
55 25 7 25
75 83 13 9
25 44 14 16
43 24 10 9
51 44 6 9
24 45 5 16
27 17 14 1
37 68 9 9
22 76 6 0
33 75 9 9
15 13 11 1
10 2 19 16
24 53 11 4
43 81 7 0
22 81 13 4
71 86 6 16
44 86 20 9
49 38 5 4
25 39 13 0
40 56 10 16
24 14 8 16
93 34 8 1
35 50 19 16
54 84 10 1
54 11 3 4
55 45 12 9
4 60 19 25
26 53 8 9
28 99 8 1
51 37 10 25
65 27 10 16
9 87 14 1
80 1 9 1
62 8 13 0
65 48 16 25
88 98 13 25
34 37 9 1
82 91 9 9
41 7 13 0
19 52 4 16
60 31 1 25
65 91 7 0
50 67 4 25
32 41 16 4
25 21 10 0
24 46 7 1
28 52 8 0
71 57 8 16
80 27 8 0
94 21 7 16
53 52 11 16
31 32 6 1
45 68 12 9
35 71 24 16
92 81 8 4
35 20 13 4
62 41 9 16
69 35 11 4
86 45 14 16
79 37 6 4
83 31 11 9
49 31 13 25
10 65 10 0
98 62 7 0
93 23 6 9
56 9 13 9
21 24 14 25
17 33 8 25
76 65 19 9
33 48 9 4
45 48 8 16
6 5 15 1
84 48 20 25
90 5 15 4
57 70 10 9
6 97 8 4
71 12 13 25
72 41 11 1
12 93 9 9
84 74 5 1
67 75 21 9
73 61 12 1
77 11 13 9
82 20 9 4
100 98 13 4
21 63 11 25
79 77 11 1
23 2 13 9
99 87 12 0
99 75 16 25
35 24 14 4
23 93 13 16
39 2 6 9
54 31 15 16
81 72 7 16
78 72 7 1
79 10 14 4
37 39 15 9
42 6 14 25
51 82 10 4
48 77 6 16
26 19 11 9
57 19 4 4
17 91 15 4
71 70 8 4
82 95 9 1
74 7 9 1
70 66 2 9
44 32 7 4
52 61 7 25
40 2 14 1
70 40 12 4
17 93 10 0
55 80 13 25
4 49 5 16
93 44 8 16
15 76 5 1
34 98 7 9
25 80 13 16
31 76 19 4
90 33 6 9
42 14 5 1
68 56 13 1
90 41 6 1
34 97 16 9
75 63 6 9
99 50 11 1
37 44 7 16
70 44 9 25
45 43 9 1
81 57 8 1
53 79 12 16
29 9 9 1
81 15 8 1
51 6 10 9
2 17 5 9
63 52 14 0
24 72 13 9
78 44 4 16
54 30 7 1
80 9 20 16
91 48 6 4
94 19 9 16
37 96 6 9
28 6 4 4
93 5 10 4
98 46 12 4
53 36 10 0
32 65 12 4
86 18 6 16
84 64 9 25
70 59 10 9
2 91 10 1
25 69 14 1
86 57 12 16
28 99 10 0
40 75 15 4
65 63 7 4
89 14 14 4
61 38 5 1
58 55 3 9
62 68 14 0
7 15 3 16
96 44 12 1
50 9 1 9
15 91 5 1
29 43 3 16
52 46 15 4
90 72 9 1
90 48 14 16
4 22 15 1
40 11 7 1
18 72 12 9
41 3 11 1
67 57 8 25
57 4 11 1
46 81 6 4
89 97 13 0
6 63 14 9
42 55 8 4
92 59 4 4
43 5 8 1
55 4 8 0
53 62 13 25
75 40 12 4
39 35 5 4
41 90 6 16
57 58 18 4
65 2 8 1
96 18 7 16
89 10 8 4
5 3 11 16
16 59 15 16
68 72 14 9
67 66 8 1
52 46 8 9
89 75 12 1
3 21 14 1
32 31 12 25
76 18 26 16
31 5 7 0
10 39 15 16
44 45 8 9
99 45 8 9
69 53 10 0
18 31 12 9
78 48 9 25
31 6 15 1
30 48 10 1
84 58 8 9
98 40 13 9
82 22 10 16
32 13 4 4
44 99 5 9
93 72 15 9
68 50 14 16
11 92 13 9
30 59 8 16
58 36 12 16
14 82 8 9
1 82 4 1
54 94 9 0
57 46 10 9
42 12 9 4
93 77 10 1
22 71 15 1
62 89 14 9
9 17 8 1
70 16 7 25
18 27 7 25
82 18 12 25
46 27 9 16
29 54 10 1
8 57 11 0
52 25 7 25
88 58 8 4
46 3 16 16
57 95 14 1
1 16 10 9
84 84 14 16
98 99 13 16
75 39 13 0
31 45 8 25
5 58 5 16
84 6 13 4
69 7 12 0
67 73 16 16
26 14 14 9
70 36 12 0
72 67 10 1
39 12 9 1
6 33 19 16
52 66 8 9
53 79 0 16
46 15 8 25
91 4 7 4
12 26 15 9
4 10 12 1
32 6 11 9
35 57 9 4
10 74 4 9
92 61 8 16
7 73 17 16
14 79 7 1
72 34 7 1
53 53 8 4
19 31 6 0
62 52 14 0
37 89 5 16
21 5 10 1
64 9 6 0
73 15 14 16
12 74 12 9
85 34 5 9
69 76 9 4
48 43 15 9
34 18 11 1
73 40 5 0
39 24 11 16
8 49 10 0
6 85 5 25
20 6 14 1
95 82 12 4
54 52 4 25
49 69 15 4
82 14 8 1
58 85 15 9
88 37 6 9
86 49 3 16
2 87 15 25
28 96 12 9
93 62 6 4
87 85 8 16
58 15 6 1
56 86 11 9
43 67 12 9
85 70 5 1
84 75 13 9
89 29 22 16
87 26 11 16
78 99 6 4
96 85 11 1
59 88 6 0
66 93 14 9
13 37 11 9
29 14 7 25
78 87 16 4
67 34 10 9
55 43 12 1
83 52 1 9
94 71 14 4
20 69 10 0
50 12 8 0
7 5 12 9
48 64 12 16
90 92 7 9
65 37 16 16
37 98 11 4
22 17 11 1
27 49 12 4
29 37 15 25
51 56 9 16
5 24 3 25
45 28 14 0
36 89 16 9
10 63 9 16
34 26 7 9
73 31 14 25
67 48 4 16
60 41 8 16
56 95 7 16
96 64 1 25
86 22 8 0
16 85 10 4
9 52 9 9
87 61 3 25
9 9 5 16
66 10 14 16
79 99 9 1
60 49 17 25
89 46 8 4
96 32 11 4
35 6 6 4
74 20 7 1
48 63 7 16
8 72 5 0
25 42 4 16
10 98 10 4
73 30 10 9
100 83 12 16
23 49 14 9
70 29 9 1
88 78 6 1
43 7 7 9
8 8 9 4
15 36 12 16
80 36 7 25
73 3 14 9
70 76 11 1
14 69 3 16
41 86 11 9
79 4 12 4
58 29 3 16
75 25 11 9
43 49 5 1
94 65 0 9
24 85 11 1
47 69 10 1
41 76 12 1
25 55 5 1
29 71 8 4
53 6 21 25
42 19 5 0
77 22 3 4
47 67 14 25
98 75 7 1
78 56 10 16
44 52 16 4
82 32 7 0
45 54 15 4
100 8 21 16
15 56 7 0
76 55 14 9
16 68 11 4
68 38 7 0
97 31 20 16
86 36 14 1
55 58 10 25
61 56 5 1
31 97 11 9
19 26 10 0
43 62 9 25
68 53 9 4
33 22 15 9
41 74 11 4
76 25 9 9
78 8 22 25
25 14 5 25
13 54 5 4
57 95 3 25
62 36 10 1
68 59 11 1
58 79 6 1
20 6 6 9
7 47 6 1
44 55 7 4
50 82 11 0
53 29 9 4
52 90 9 9
98 91 14 1
79 47 10 0
12 19 6 25
36 38 12 0
20 16 16 16
29 51 8 25
35 47 14 16
32 65 9 4
43 90 11 1
3 13 14 25
94 72 4 1
55 75 0 16
47 85 15 1
76 82 8 0
4 55 8 4
8 94 8 9
91 79 8 4
98 59 14 4
58 46 2 9
43 70 6 0
70 69 11 1
52 11 16 4
41 54 17 9
5 11 3 4
59 18 10 9
25 20 17 16
69 15 7 1
16 57 17 16
50 87 10 16
37 4 8 0
96 64 8 1
13 35 13 25
74 35 18 16
61 65 10 4
81 79 13 1
11 89 12 0
96 78 13 1
60 25 5 1
19 87 12 4
25 7 15 4
63 18 9 16
74 81 10 1
29 17 7 25
57 61 15 25
99 46 6 9
51 52 7 25
55 24 12 1
78 85 16 9
52 41 12 0
37 74 12 25
68 22 7 1
93 94 4 16
85 95 8 1
36 69 15 4
29 26 10 25
37 78 10 16
66 11 13 1
71 11 16 16
98 45 10 1
83 97 12 1
43 14 8 4
29 26 9 9
25 55 20 25
78 77 1 25
24 97 8 4
6 86 16 1
2 19 12 16
13 80 5 1
82 49 12 25
96 45 14 1
35 22 13 0
5 38 7 4
21 64 7 9
6 57 20 25
95 70 3 4
18 50 7 16
17 22 13 25
15 51 9 9
90 70 12 0
54 99 13 16
96 46 12 4
20 51 7 9
74 33 11 1
16 60 1001 2960 0.458159179997165 100 4 0.841621233572914
53 81 1010 3638 0.166731182395015 500 4 0.841621233572914
65 85 5141 4721 0.409469041612465 100 5 0.841621233572914
75 92 7558 4647 0.454901938324329 250 7 0.841621233572914
74 2 5090 3462 0.385410221561324 100 4 0.841621233572914
14 65 975 4234 0.245726021563169 500 6 0.841621233572914
90 46 7656 2946 0.239941615404095 500 6 0.841621233572914
35 76 996 3152 0.221717412120197 250 3 0.841621233572914
63 10 4788 4221 0.271360255419277 500 5 0.841621233572914
28 63 1012 3603 0.290815666727722 250 3 0.841621233572914
67 49 5252 3608 0.410985704313498 100 1 0.841621233572914
17 39 7440 2837 0.445121543025598 100 6 0.841621233572914
77 76 7781 4340 0.169078813283704 100 2 0.841621233572914
86 62 4874 4391 0.296641621312592 100 4 0.841621233572914
88 28 5110 3239 0.382003793201875 100 5 0.841621233572914
73 82 8096 2086 0.243153836643323 100 6 0.841621233572914
27 42 8703 2257 0.225633548910264 500 5 0.841621233572914
92 59 988 2777 0.404175624391064 250 6 0.841621233572914
62 41 5047 3927 0.244396634113509 250 7 0.841621233572914
84 50 1008 2984 0.109747336783912 500 6 0.841621233572914
38 53 7961 2048 0.315877506150864 250 5 0.841621233572914
24 16 7875 3773 0.372822938736062 500 1 0.841621233572914
75 77 5049 2976 0.441259399852715 500 3 0.841621233572914
57 70 1029 3831 0.424604063918814 250 7 0.841621233572914
69 87 4800 4577 0.0957972578448243 250 1 0.841621233572914
39 13 971 2046 0.257163554823492 500 4 0.841621233572914
97 27 990 4233 0.0805862175207585 250 2 0.841621233572914
27 42 4983 3336 0.131967904444318 250 4 0.841621233572914
51 33 7605 3846 0.487043957947753 100 4 0.841621233572914
87 36 5201 2366 0.0352143044024706 100 2 0.841621233572914
