500 50 50
25 73 6 25
72 84 10 25
12 36 4 4
92 19 12 16
79 98 9 9
42 15 18 25
56 98 12 9
35 98 7 25
46 60 11 4
54 36 8 1
16 45 1 9
62 69 14 4
57 74 13 25
74 93 5 1
21 78 14 16
43 46 17 16
64 86 12 0
42 38 4 4
87 17 10 0
38 98 20 9
48 64 7 9
53 28 7 1
38 34 13 0
44 69 13 1
57 72 11 9
38 74 15 16
94 53 10 4
65 91 13 9
82 7 9 4
18 8 15 1
36 31 6 25
79 14 6 4
32 40 15 9
56 66 11 4
7 33 15 9
14 51 13 9
43 19 13 16
68 73 10 16
82 35 7 4
77 40 12 16
96 53 11 16
13 13 16 25
84 27 15 1
82 70 10 1
89 34 11 16
16 6 7 9
71 9 20 9
48 73 12 9
28 71 12 16
41 42 14 9
97 90 16 16
9 42 15 1
37 90 12 16
6 32 15 16
76 92 10 16
62 30 7 1
54 50 4 9
34 42 15 4
99 40 16 16
36 64 12 1
9 93 16 25
32 86 2 9
85 89 4 4
85 4 11 4
10 57 8 25
23 61 8 9
84 19 7 4
90 69 11 1
31 56 8 25
31 35 13 0
100 56 8 9
51 67 8 9
91 85 6 4
54 29 3 25
10 60 9 4
94 84 7 16
39 8 5 16
62 80 10 4
99 45 14 0
61 41 10 4
81 87 6 4
68 16 13 9
18 96 4 16
82 87 9 16
18 36 7 9
23 47 7 1
23 65 8 0
14 82 11 0
83 50 4 16
27 66 11 9
50 21 5 9
56 22 8 16
9 88 15 9
11 36 9 4
53 18 13 1
30 89 4 4
19 48 7 1
19 59 15 1
98 57 8 16
86 61 13 16
38 84 12 9
57 35 6 1
25 5 7 9
77 29 5 0
42 10 21 16
13 63 11 4
91 83 10 25
31 92 20 16
78 90 11 1
31 80 6 0
60 71 14 9
6 44 17 9
23 18 10 4
11 10 11 9
43 17 11 16
78 63 5 4
85 73 8 16
35 31 10 9
64 76 12 0
42 72 9 16
81 83 6 4
11 87 10 4
41 50 16 4
67 89 11 4
66 97 10 16
21 12 9 1
84 96 6 16
65 90 8 9
62 3 7 25
84 78 13 25
5 82 6 1
6 86 12 9
32 52 7 4
15 48 9 1
79 14 12 4
59 83 2 16
2 36 17 25
75 40 11 9
53 13 14 16
42 25 13 0
96 2 6 1
77 44 8 9
97 39 6 9
46 36 11 16
35 21 14 1
87 67 13 16
38 95 17 16
72 68 15 0
15 28 15 16
38 18 6 0
22 20 17 9
52 60 17 9
30 48 10 4
49 64 6 9
19 20 20 16
81 98 6 16
99 8 12 1
56 18 3 16
58 81 6 16
95 11 14 9
46 81 14 9
84 14 5 25
27 98 6 25
14 1 13 1
3 27 13 9
28 90 16 25
10 1 11 9
56 27 14 16
14 96 9 25
29 37 15 4
98 22 16 9
35 33 8 1
26 88 11 4
50 73 12 9
68 80 12 9
36 74 11 4
27 49 11 0
58 71 7 1
65 5 6 1
37 73 9 9
30 70 7 1
8 19 6 4
78 67 18 16
57 36 14 1
11 13 10 16
42 17 3 16
84 38 12 1
63 4 16 4
92 10 9 1
71 96 6 16
89 3 15 9
61 47 15 9
24 89 7 25
58 28 8 4
7 69 12 16
53 97 10 4
35 35 15 4
11 15 4 16
21 21 11 9
11 53 3 9
78 98 11 1
51 61 12 1
51 97 14 9
14 54 6 9
3 26 8 4
99 46 11 9
23 69 9 1
31 31 2 16
7 79 7 16
45 41 7 4
26 67 13 1
20 33 12 1
33 95 8 4
67 40 3 16
55 30 10 1
51 39 13 0
6 72 8 25
53 85 10 4
57 10 8 0
98 59 16 9
29 89 13 1
33 89 7 0
81 23 7 1
86 22 6 4
78 76 2 16
65 34 8 4
98 35 16 4
12 14 7 0
52 52 6 0
6 27 12 25
5 46 12 4
87 74 3 9
5 41 12 16
66 43 10 1
26 64 11 9
43 27 12 1
83 94 13 25
31 50 14 1
20 21 11 4
88 96 13 0
97 22 5 4
58 31 2 25
29 26 14 1
87 71 19 16
46 64 5 25
88 98 15 9
70 2 8 9
2 32 16 1
18 26 5 4
86 79 12 4
22 30 10 25
8 96 13 9
4 86 12 4
83 89 10 9
9 79 8 0
16 3 6 1
24 30 12 1
45 36 6 16
33 15 7 1
30 99 12 25
64 92 10 9
15 6 3 25
61 1 6 1
80 99 6 0
35 49 11 25
67 13 9 0
92 80 10 9
39 28 11 4
31 82 15 16
51 38 6 25
12 83 8 16
8 3 10 4
6 32 11 9
17 5 17 4
38 45 6 4
38 88 8 0
22 37 15 1
27 63 10 4
24 20 11 9
16 37 14 25
36 81 8 16
35 8 12 0
22 16 7 1
20 36 6 16
63 44 10 4
8 3 9 4
18 20 13 16
91 65 15 4
61 57 12 9
71 5 15 9
25 11 11 1
89 95 8 25
31 2 9 25
77 86 11 0
33 9 12 16
73 27 15 1
37 70 13 9
7 20 1 16
12 11 6 16
8 56 14 9
33 49 4 9
96 13 5 4
39 61 9 4
11 4 15 16
82 84 12 0
81 91 3 16
70 7 11 16
11 5 7 9
31 90 10 16
33 28 11 0
42 97 12 16
45 46 9 0
64 67 9 0
75 5 12 16
59 76 14 1
12 86 5 9
15 6 6 1
78 7 16 4
14 91 8 4
50 33 15 1
20 43 6 1
38 77 5 16
39 37 9 25
32 72 13 9
89 84 3 25
19 91 7 4
68 86 10 9
78 97 4 4
36 36 11 4
57 85 10 1
57 97 11 25
86 84 12 4
79 59 13 1
5 62 7 9
40 47 6 9
64 34 10 9
86 66 15 25
28 59 11 4
41 64 10 16
52 80 1 16
7 45 9 9
52 94 13 16
34 40 8 9
8 27 6 16
19 97 17 16
95 16 17 16
11 62 6 1
77 22 7 25
42 6 9 0
8 1 12 1
72 42 6 25
51 96 7 4
13 68 5 25
38 29 10 9
41 99 6 16
65 95 13 0
37 97 23 16
16 63 8 1
90 80 12 0
73 97 13 9
66 94 8 4
30 43 10 4
44 91 14 1
63 25 14 0
20 3 10 25
16 35 7 9
87 98 11 4
45 12 8 0
71 26 9 0
66 33 0 16
69 9 8 4
86 59 9 1
17 45 7 25
21 73 11 1
32 49 7 9
81 33 11 0
58 70 14 1
99 10 13 16
10 49 11 0
76 91 12 9
20 13 9 0
100 38 7 4
94 35 10 9
88 21 14 25
17 78 12 9
18 17 11 1
91 17 9 4
51 35 13 9
93 33 7 1
45 48 11 16
58 82 11 16
8 27 4 25
89 71 6 16
34 45 7 1
89 11 8 9
84 39 5 0
79 94 11 16
93 35 7 16
80 69 6 1
48 81 10 25
52 98 6 25
60 16 15 16
93 53 5 16
21 44 11 4
2 93 10 0
70 71 13 4
78 19 7 1
7 26 6 1
69 73 12 1
70 43 9 4
33 63 5 9
74 91 12 9
73 21 1 9
39 50 7 9
61 43 5 9
10 94 5 1
42 7 18 4
70 29 20 16
78 74 10 1
40 9 9 4
99 25 7 4
64 8 15 1
10 87 13 16
83 96 9 16
24 76 10 9
83 23 10 16
20 63 13 9
6 74 5 9
78 88 14 0
49 57 11 0
2 24 4 4
49 92 13 16
16 73 14 4
53 73 9 9
38 48 13 16
85 75 7 16
22 38 11 16
3 50 10 1
80 86 16 25
49 57 12 4
2 6 11 16
91 90 11 9
42 97 15 4
99 47 6 1
11 45 6 9
6 48 3 9
71 12 15 1
79 40 13 0
16 3 12 1
59 76 8 1
91 52 2 16
75 96 12 1
73 38 11 0
47 55 8 9
84 61 6 4
59 92 9 1
21 36 15 16
57 35 15 16
48 75 7 9
94 34 17 16
77 2 15 16
88 5 7 0
85 24 10 1
69 44 4 16
3 83 6 1
28 17 11 1
94 67 12 9
34 6 13 16
24 86 9 1
70 56 8 16
84 85 7 1
61 58 11 16
60 74 10 16
8 23 11 1
15 13 13 0
41 94 6 4
96 32 12 1
98 13 12 1
87 58 12 4
51 96 12 9
78 43 15 9
18 74 4 9
14 4 22 25
