200 30 30
7 98 5 4
68 63 4 1
38 68 12 9
82 3 3 16
52 23 14 9
24 95 14 1
42 44 12 16
63 56 12 25
25 84 8 9
54 59 5 16
77 48 10 0
28 67 6 9
20 83 9 4
23 60 8 1
79 51 10 16
93 53 7 4
64 7 9 9
30 23 10 0
10 11 15 9
63 19 15 16
1 13 5 1
36 92 9 16
83 83 7 9
6 46 4 25
30 18 11 1
50 5 10 1
50 51 11 16
77 37 17 9
89 22 11 4
97 3 4 16
34 93 10 0
42 19 11 25
55 67 14 9
46 4 12 16
39 51 9 1
30 76 10 9
62 77 10 9
36 72 9 25
60 42 12 0
32 86 11 1
24 34 12 0
42 76 9 4
26 13 16 16
89 36 13 0
60 59 15 4
33 20 7 0
37 87 14 4
28 22 8 9
12 56 4 9
65 57 11 9
28 40 18 25
45 68 2 25
57 84 17 16
69 81 14 9
93 85 11 0
35 48 7 4
70 10 15 4
47 73 12 25
51 99 14 4
92 33 6 0
89 26 8 0
79 89 6 1
98 70 6 1
92 48 11 0
98 84 12 1
86 16 8 1
74 42 6 16
93 58 9 16
7 96 13 4
61 12 14 16
100 17 11 25
29 31 7 1
30 83 15 1
38 71 13 4
77 36 12 25
63 99 6 25
17 27 5 1
19 65 6 9
15 34 6 4
23 16 11 16
85 94 13 4
32 63 10 4
27 49 11 1
69 65 14 25
67 5 7 1
81 58 5 1
89 75 10 0
56 41 5 16
79 39 8 9
35 98 12 0
73 56 11 9
38 13 13 9
87 43 9 16
4 87 11 1
52 76 8 1
84 55 12 4
46 9 14 16
96 52 13 4
59 26 4 9
31 97 13 4
66 46 11 9
55 89 8 9
11 90 11 9
76 17 12 9
97 89 11 1
45 34 11 1
92 88 13 25
45 13 14 9
70 37 9 4
17 93 9 1
81 12 12 1
37 14 7 9
4 35 10 1
52 26 8 4
20 98 11 1
80 93 8 4
29 68 9 25
61 69 15 16
39 48 13 4
73 90 12 16
4 49 7 4
63 43 7 1
71 8 3 16
16 77 10 25
88 35 12 25
22 9 11 1
22 60 15 25
16 44 4 16
82 1 8 9
4 62 5 1
70 37 6 9
98 72 8 25
62 51 11 4
50 19 11 4
62 50 6 9
95 28 8 16
70 44 14 16
79 49 9 1
55 3 5 25
8 13 12 9
23 66 9 0
41 14 14 9
48 26 15 1
92 23 6 0
84 49 4 9
95 15 16 16
15 87 27 25
96 20 15 1
65 20 5 9
27 92 6 1
48 85 11 1
37 65 10 16
88 60 14 4
62 78 4 16
92 35 6 0
88 25 7 1
60 95 8 25
23 7 9 9
18 82 15 4
49 36 15 16
15 8 11 4
88 92 4 4
82 20 19 16
77 34 7 9
10 97 4 1
93 92 11 9
59 74 14 16
15 58 12 0
93 94 9 25
79 12 11 9
97 69 14 9
22 79 13 4
38 85 9 0
67 97 5 1
79 7 11 25
39 38 12 9
99 89 4 16
60 55 10 25
92 18 15 1
87 64 12 9
13 39 7 1
31 80 6 16
41 71 14 16
42 2 6 1
95 30 17 4
50 80 14 4
49 26 14 9
69 54 11 9
51 3 16 16
59 51 9 1
94 74 9 1
18 14 8 4
67 7 2 16
90 86 15 4
73 50 11 0
70 12 11 0
80 47 11 16
17 96 5 1
51 10 5 16
74 69 10 16
62 89 8364 846 0.264639285220765 500 5 1.2815515655446
71 23 5020 1956 0.106019534422085 250 7 1.2815515655446
34 7 4793 1050 0.354518853665795 500 7 1.2815515655446
39 71 5419 1315 0.0569401466241106 250 4 1.2815515655446
73 49 1010 1682 0.490291814212687 100 6 1.2815515655446
22 2 945 1921 0.19487876996398 500 3 1.2815515655446
88 42 4739 712 0.289363199621439 250 7 1.2815515655446
48 32 978 1804 0.392712435720023 100 5 1.2815515655446
4 18 7803 1923 0.215762945534661 100 5 1.2815515655446
68 65 993 996 0.328847755114548 500 2 1.2815515655446
64 16 7581 1424 0.329871712462045 100 6 1.2815515655446
3 35 8056 1342 0.315608815883752 500 4 1.2815515655446
31 98 8083 1087 0.460307297813706 500 5 1.2815515655446
89 7 1006 1357 0.422736048209481 500 1 1.2815515655446
75 85 4940 1581 0.437856955854222 100 1 1.2815515655446
42 30 961 1053 0.127594576624688 500 1 1.2815515655446
4 52 5010 745 0.175960800361354 500 7 1.2815515655446
59 62 7919 1424 0.457814022281673 500 4 1.2815515655446
48 38 7952 1607 0.36887631890364 250 2 1.2815515655446
69 96 1001 1755 0.269481942527928 500 1 1.2815515655446
91 33 7749 1593 0.319298141093459 250 4 1.2815515655446
79 86 1012 1839 0.262762829801068 100 6 1.2815515655446
61 70 7883 1157 0.220398860359564 100 5 1.2815515655446
10 98 8161 1127 0.49898360254243 100 7 1.2815515655446
92 68 4719 1018 0.476782106193714 100 4 1.2815515655446
41 25 7850 848 0.0538811577134766 500 7 1.2815515655446
9 19 4607 1952 0.0656139598065056 100 4 1.2815515655446
13 60 8070 1234 0.115458865577821 100 5 1.2815515655446
46 5 7609 712 0.251268333748449 500 7 1.2815515655446
22 54 1000 1892 0.084951980963815 500 5 1.2815515655446
5000 20 75
5000 11 55
5000 12 35
5000 13 70
1000 11 25
5000 13 55
1000 17 25
1000 13 35
350 12 25
5000 16 60
350 12 70
350 16 30
350 14 55
1000 16 35
350 17 45
5000 10 60
350 15 50
350 14 70
350 19 50
1000 20 35
1000 12 75
350 10 50
5000 19 40
1000 13 60
5000 12 55
1000 20 65
5000 20 70
1000 10 35
1000 11 45
5000 13 70
