200 30 30
69 60 17 16
51 40 15 16
88 69 10 4
43 8 8 9
32 25 11 0
56 92 12 1
60 82 9 1
82 71 11 9
41 15 13 9
52 26 5 16
30 100 10 1
39 62 3 9
40 11 15 16
64 13 5 1
52 6 6 1
60 42 18 25
13 13 9 1
99 15 14 4
36 96 7 9
24 81 12 16
89 82 13 0
19 37 1 9
86 56 10 25
53 6 15 4
2 100 5 16
63 67 7 1
99 36 12 16
74 65 15 1
95 26 11 16
19 21 12 16
75 100 7 4
61 34 9 4
69 35 3 16
42 49 10 16
52 73 0 16
54 87 13 9
46 10 7 1
59 96 0 9
57 2 8 4
77 70 15 0
93 99 7 1
75 60 6 25
39 14 9 16
100 77 6 9
79 69 12 1
58 14 8 4
90 93 10 1
11 20 9 9
29 29 16 16
79 78 9 0
28 61 14 4
25 47 11 4
77 75 9 0
46 37 9 9
51 90 8 0
83 8 14 4
53 81 7 16
48 68 4 4
28 46 7 9
75 7 3 4
6 87 12 1
31 39 0 16
35 67 14 1
8 86 15 25
14 77 11 9
7 85 14 16
100 3 11 16
39 28 10 0
70 16 10 0
13 54 8 1
25 47 5 4
70 16 14 0
82 97 8 16
59 37 11 4
77 31 13 1
70 4 1 16
54 40 15 1
77 54 5 0
62 84 6 1
69 70 8 16
53 10 10 9
57 11 15 16
99 20 6 9
58 45 8 16
41 61 7 4
86 60 7 9
56 95 10 16
4 40 6 4
23 80 0 16
4 29 12 25
67 52 13 9
90 34 11 4
30 98 17 9
63 82 17 9
43 89 12 4
8 30 14 0
32 70 9 0
63 67 15 4
33 49 13 0
24 33 9 9
49 74 8 9
89 98 10 0
50 4 10 1
68 24 12 16
45 94 16 4
54 34 10 16
65 13 12 1
77 56 5 16
4 75 12 16
33 65 10 9
65 53 8 1
93 10 7 9
53 21 3 4
69 95 9 4
66 27 14 1
27 24 10 0
84 41 9 0
17 68 11 16
83 6 11 1
11 49 11 16
95 92 13 9
70 48 20 16
100 82 15 1
76 73 7 4
30 73 5 16
65 37 15 9
57 18 7 1
20 91 7 1
8 83 8 25
94 75 11 16
82 47 7 1
63 76 14 4
41 20 10 1
85 12 15 1
63 78 9 16
63 70 6 1
16 71 7 1
77 96 10 1
28 28 10 9
94 82 3 9
33 84 13 4
19 13 16 9
25 53 10 16
80 84 7 1
49 93 10 4
41 29 18 9
95 28 13 1
20 12 8 4
40 40 19 16
85 71 6 1
29 18 7 16
83 76 8 4
9 52 6 9
28 53 20 4
18 97 14 1
67 33 6 25
18 94 8 9
73 72 14 9
14 94 13 25
13 73 12 4
70 75 10 1
21 94 12 1
69 65 6 9
58 41 10 16
91 22 12 9
72 44 8 1
83 91 18 25
61 35 21 16
90 59 10 4
41 9 10 4
84 97 4 4
15 97 13 16
60 84 15 1
36 62 13 0
17 79 7 0
64 45 10 9
30 92 12 16
62 52 9 1
53 22 9 4
71 61 11 1
18 4 16 9
48 19 10 16
40 72 12 1
73 41 9 9
12 62 4 16
18 55 5 1
78 63 9 9
4 73 12 4
79 10 14 1
49 10 18 16
52 8 6 1
43 93 8 9
50 35 17 1
52 23 10 9
12 18 13 1
75 11 7 4
15 47 17 16
93 41 11 1
97 6 7 4
35 66 11 9
41 82 1020 903 0.40573189597344 500 6 0.2533471031358
7 17 988 1844 0.367604630603455 250 3 0.2533471031358
41 72 5098 764 0.280279446910135 500 7 0.2533471031358
88 57 5021 1343 0.101767109688371 100 7 0.2533471031358
34 30 5083 1619 0.470053195178043 250 3 0.2533471031358
97 22 7642 1032 0.282517244801857 250 5 0.2533471031358
78 29 5212 1282 0.0741391255753115 500 1 0.2533471031358
95 77 8129 1481 0.29422806768911 100 1 0.2533471031358
49 71 1011 1377 0.299920494640246 100 4 0.2533471031358
66 13 5030 1677 0.46439460268477 100 4 0.2533471031358
9 51 4940 1363 0.376448556520045 500 2 0.2533471031358
30 72 5204 948 0.233029417328071 100 7 0.2533471031358
33 23 7888 874 0.0626007900619879 100 4 0.2533471031358
36 49 7821 1404 0.339188346201554 100 4 0.2533471031358
57 84 4864 811 0.378282978956122 100 2 0.2533471031358
27 50 8444 1667 0.081694192357827 100 5 0.2533471031358
91 14 5145 1664 0.310132367559709 250 7 0.2533471031358
38 63 993 938 0.120687971755397 250 5 0.2533471031358
4 76 8369 1603 0.374393737423234 250 4 0.2533471031358
96 93 1031 1838 0.222138963309117 500 3 0.2533471031358
59 16 8512 877 0.122162145914044 500 6 0.2533471031358
76 40 1011 889 0.260151740622241 500 3 0.2533471031358
99 88 8589 1891 0.431507034057286 500 2 0.2533471031358
89 16 7719 1929 0.322724934450816 100 7 0.2533471031358
20 81 5055 1950 0.188256573397666 250 6 0.2533471031358
35 16 1005 2024 0.220993325153831 100 6 0.2533471031358
32 53 8178 1845 0.123519762249198 250 2 0.2533471031358
96 54 963 1352 0.273010718892328 250 1 0.2533471031358
95 26 994 1149 0.0524236417072825 500 3 0.2533471031358
59 34 7991 1858 0.419371481246781 500 2 0.2533471031358
5000 15 55
350 13 50
5000 14 40
350 19 30
350 11 55
5000 18 50
350 15 70
1000 18 70
350 14 30
350 12 50
5000 15 40
1000 20 25
1000 14 50
1000 18 35
350 15 50
1000 13 65
1000 10 40
350 14 30
5000 17 25
5000 10 55
1000 11 60
1000 19 70
5000 13 45
5000 15 70
1000 12 70
1000 19 35
350 12 30
1000 12 40
350 12 75
5000 18 25
