150 20 20
64 76 9 1
4 85 14 9
60 41 9 9
81 39 18 9
18 22 12 4
93 71 4 25
46 63 5 9
50 38 12 0
88 19 7 1
38 83 15 4
57 47 9 9
43 67 3 4
52 72 17 25
47 68 10 0
78 66 5 16
72 23 5 16
38 2 17 9
29 31 11 1
41 53 6 0
79 68 14 16
58 4 6 16
2 48 4 25
90 47 11 4
99 12 5 0
35 64 7 16
23 26 16 9
33 58 9 1
68 4 10 1
97 61 7 9
24 66 7 16
26 33 4 9
26 25 10 1
34 5 12 9
72 85 12 4
34 3 8 4
25 34 3 16
31 67 13 4
9 35 14 4
77 73 12 16
49 52 9 16
59 71 9 4
79 69 11 16
77 25 14 1
13 80 14 0
5 87 15 1
9 11 9 4
54 26 13 1
85 33 10 1
60 29 15 1
37 51 0 25
55 37 7 0
29 85 8 1
90 72 15 25
22 93 13 1
16 46 16 4
48 91 12 0
84 53 3 1
62 23 12 0
62 42 11 4
50 85 11 16
73 51 6 9
78 69 7 4
67 87 13 0
44 56 14 9
17 19 6 4
75 30 9 4
66 34 12 25
18 16 25 25
18 5 1 25
69 47 8 4
41 76 17 16
81 81 11 16
5 51 14 9
64 67 8 1
47 63 13 4
13 21 9 9
5 21 9 25
70 28 8 4
94 82 10 16
43 10 5 25
97 100 6 9
84 100 4 9
93 37 10 1
89 17 13 0
89 9 2 25
53 61 1 16
31 29 9 1
53 46 13 1
92 63 29 25
40 48 4 16
13 82 10 9
48 62 10 1
9 99 9 4
31 16 14 1
42 3 21 16
66 5 9 16
52 5 10 25
36 44 6 4
70 60 14 16
1 23 13 9
64 83 15 16
99 68 9 1
100 66 11 9
92 97 17 9
60 18 11 9
56 83 5 4
79 45 12 16
81 15 4 4
45 90 12 9
21 40 6 1
70 80 5 4
61 81 1 16
26 46 13 25
91 49 10 9
30 55 10 16
66 6 15 0
79 73 4 9
48 25 9 16
49 26 8 4
91 11 12 9
38 86 12 4
10 79 11 9
1 50 8 4
13 64 13 25
12 7 0 9
11 23 7 4
23 34 11 4
75 42 8 25
55 99 12 1
75 25 10 1
67 35 19 16
97 45 6 0
32 68 13 4
2 16 15 4
43 54 13 4
21 94 12 0
40 60 3 16
22 30 10 1
38 88 10 1
44 44 8 9
95 72 4 9
50 85 12 0
99 63 6 9
64 55 9 4
48 74 12 25
22 18 5 1
37 72 12 1
69 31 15 9
9 13 7 25
39 40 6 4
14 2 4957 1408 0.0644567192927934 500 1 1.2815515655446
64 58 991 681 0.038009359438438 250 2 1.2815515655446
17 33 8069 818 0.209464596863836 100 2 1.2815515655446
18 40 1004 983 0.370378892002627 500 2 1.2815515655446
27 5 5108 1317 0.362501321786549 100 4 1.2815515655446
93 24 5228 935 0.445731796000618 100 3 1.2815515655446
92 59 7795 686 0.362194199452642 500 5 1.2815515655446
33 36 8147 577 0.38974433707539 250 4 1.2815515655446
97 62 5013 538 0.412264234859031 100 1 1.2815515655446
30 40 7688 1303 0.332915881650988 100 6 1.2815515655446
2 40 8181 1114 0.0660562440077774 500 2 1.2815515655446
30 10 7816 1227 0.400394033703487 250 5 1.2815515655446
20 88 5032 791 0.433364637135528 500 5 1.2815515655446
73 42 977 1111 0.280789207757916 500 5 1.2815515655446
31 28 7542 939 0.122266765427776 500 5 1.2815515655446
47 56 998 1227 0.475083962252829 100 2 1.2815515655446
9 77 8147 966 0.481668631304055 500 7 1.2815515655446
60 69 7850 757 0.435719269600231 500 6 1.2815515655446
68 8 8615 1037 0.202593805063516 100 2 1.2815515655446
14 71 1011 862 0.0473741811839864 250 5 1.2815515655446
350 16 50
350 13 30
5000 16 40
5000 13 55
1000 14 40
5000 11 60
1000 13 45
5000 14 55
5000 18 35
5000 11 35
5000 18 35
5000 15 25
1000 12 35
5000 15 75
350 13 70
1000 14 70
1000 15 45
350 19 55
350 19 60
5000 13 40
