500 50 50
6 84 15 0
22 21 16 16
11 97 15 9
93 50 14 9
1 10 10 4
11 39 8 16
17 81 5 16
89 62 16 16
88 84 10 1
90 90 9 4
100 6 8 1
85 86 14 4
90 93 10 1
39 98 14 1
29 68 8 1
69 77 9 4
74 39 12 0
8 69 15 16
18 83 14 9
12 47 7 25
3 23 9 4
47 87 9 0
87 16 8 25
69 48 8 0
95 84 4 25
48 3 12 4
68 10 10 4
71 7 10 1
32 30 6 16
98 3 11 16
25 35 9 4
57 13 9 1
12 61 7 9
40 43 11 9
44 80 15 9
66 78 9 9
12 7 13 9
48 62 12 9
65 3 7 16
95 6 7 16
93 73 12 9
11 4 9 4
81 71 2 25
20 45 1 16
95 13 11 0
70 46 9 1
13 56 10 4
83 81 8 16
91 29 15 16
88 19 14 4
57 67 12 9
97 34 14 9
47 79 11 4
7 71 5 0
65 48 15 16
27 8 4 9
80 80 2 16
75 68 16 4
30 97 6 1
95 15 12 0
57 82 18 16
47 32 12 1
11 22 12 16
35 66 10 1
17 55 9 9
34 14 14 16
64 20 11 4
72 66 8 4
15 68 5 4
37 76 4 1
79 60 13 9
58 91 8 0
91 24 13 1
94 20 12 16
24 78 8 4
72 61 9 1
6 76 13 1
63 64 12 0
90 35 15 1
53 93 7 0
23 78 12 16
39 1 16 4
82 29 11 4
94 47 9 1
68 7 12 16
58 8 10 9
34 64 9 9
20 15 14 4
20 28 13 9
19 73 7 25
44 57 6 1
65 51 4 16
13 49 29 25
63 96 11 4
59 77 10 1
33 20 9 4
34 49 5 16
94 97 9 16
41 70 5 4
32 75 9 9
29 44 9 0
34 75 11 1
80 72 14 1
86 66 8 1
35 83 12 9
83 43 16 25
2 71 13 9
39 47 13 25
80 45 7 16
56 81 7 0
30 41 10 4
79 61 8 9
12 71 15 1
45 45 6 1
41 96 17 16
16 49 9 16
67 83 16 9
88 76 8 16
41 68 6 9
58 65 15 25
67 95 9 9
74 33 6 4
13 5 14 9
96 19 14 9
49 14 14 0
76 97 7 25
69 25 3 9
78 89 13 9
59 51 19 16
71 40 12 16
85 77 11 16
12 75 1 16
62 77 15 1
16 38 9 1
29 65 10 1
100 90 11 16
12 84 5 1
23 14 5 4
58 41 19 16
77 40 10 4
72 70 6 25
66 94 11 16
64 52 11 16
93 15 10 25
93 29 17 9
37 40 13 9
1 20 14 1
94 10 12 0
51 19 9 1
54 52 20 16
74 16 9 16
68 28 12 0
62 43 13 9
51 28 12 0
50 31 13 25
58 66 5 0
85 81 13 4
58 32 12 9
72 25 10 25
47 55 12 4
47 99 5 0
84 66 9 4
90 17 5 25
71 70 11 4
6 80 8 25
97 31 7 4
36 51 7 4
74 54 11 1
99 22 8 0
94 25 14 1
59 30 15 16
78 73 7 0
72 61 24 16
16 28 10 4
71 65 9 9
19 81 11 4
52 23 13 1
80 76 9 0
92 57 9 9
14 48 13 16
16 66 12 4
68 94 7 0
18 53 13 1
94 76 12 1
99 81 6 16
46 18 7 1
68 8 11 1
48 7 5 9
20 94 8 4
34 2 12 1
43 90 12 16
50 5 13 4
38 81 17 16
68 79 11 4
77 64 11 4
34 47 9 9
93 92 10 0
79 70 8 16
78 95 8 1
47 55 6 16
67 52 14 0
33 22 10 0
85 15 4 25
9 53 7 4
11 12 10 9
53 10 13 0
26 48 20 16
63 2 11 0
48 13 8 9
43 32 5 25
31 71 3 4
16 62 19 9
10 41 10 16
13 85 12 4
47 87 3 9
38 15 5 9
29 70 12 1
9 15 5 9
67 11 8 1
52 99 7 16
78 65 7 0
4 54 10 4
30 91 10 1
54 65 14 25
95 49 12 1
11 15 11 9
29 82 9 9
95 83 6 4
24 37 13 0
20 63 10 25
63 9 14 4
87 37 19 25
90 61 6 16
60 83 8 1
18 38 16 16
46 84 13 1
59 38 13 25
91 36 15 25
84 31 15 1
36 76 9 9
79 85 15 9
22 2 11 9
35 3 8 0
9 71 11 4
76 44 14 0
42 95 4 25
41 86 11 4
40 99 7 1
65 10 3 4
64 89 10 25
29 97 8 9
98 20 15 1
50 64 5 1
75 40 6 1
50 18 14 25
23 84 11 25
65 41 8 4
4 8 9 16
24 9 14 9
39 51 6 16
34 22 2 16
62 11 14 4
93 75 11 1
68 65 10 1
61 20 6 0
76 19 13 25
40 82 17 16
22 92 12 4
23 38 8 1
83 21 3 16
77 91 14 16
9 94 7 25
85 17 11 9
82 5 13 1
42 16 12 1
56 45 0 9
46 33 11 4
49 95 8 0
52 61 9 16
21 6 10 9
12 46 19 9
56 58 13 16
22 26 9 1
58 32 12 16
23 27 9 1
50 81 9 0
34 14 6 4
15 14 8 4
79 74 6 1
67 72 14 1
32 35 6 9
79 10 7 25
74 60 10 16
35 77 12 4
63 57 5 0
70 77 13 4
73 73 16 1
10 36 11 0
94 81 7 1
17 65 8 1
59 99 6 9
36 79 20 25
89 76 2 16
98 41 8 4
8 27 9 9
86 17 3 25
7 8 20 16
11 77 13 1
67 30 1 25
98 72 9 4
79 64 14 0
54 91 11 0
58 31 10 0
93 60 9 9
26 15 3 25
47 63 3 4
54 89 1 16
36 7 15 25
34 11 11 9
20 71 7 1
96 70 15 9
46 24 6 4
17 46 9 4
66 7 14 4
28 25 8 4
60 54 9 9
6 24 9 4
93 74 8 16
77 9 5 0
88 93 10 9
27 77 18 9
21 92 19 16
66 62 7 9
48 15 12 16
32 54 8 16
40 39 3 16
70 64 13 16
8 23 6 16
9 5 10 4
24 68 5 16
28 53 6 4
23 24 7 0
83 17 11 9
93 34 13 16
55 51 10 16
84 22 13 1
42 10 5 1
39 65 8 1
10 96 5 16
92 100 6 4
83 55 3 16
49 30 24 25
28 17 13 9
79 69 10 4
34 63 9 9
58 80 10 4
23 8 7 25
72 6 11 16
11 12 21 16
43 94 15 25
19 44 5 9
96 25 6 9
83 23 13 9
38 25 11 9
52 92 6 0
15 21 8 9
21 77 9 1
19 8 11 16
5 8 2 4
74 76 10 9
90 52 13 4
35 77 18 16
75 5 9 4
47 44 11 4
29 8 6 1
77 57 12 16
58 83 2 16
72 7 7 16
69 34 11 16
10 50 11 9
17 54 9 1
57 5 12 9
21 1 12 4
26 86 10 16
87 93 4 4
