1000 50 50
22 20 13 16
99 48 15 4
11 64 16 16
60 11 12 4
80 99 10 9
25 82 11 1
13 35 12 9
74 38 10 1
27 75 11 4
17 83 10 9
34 19 10 9
88 52 4 9
64 17 11 9
88 69 9 16
14 26 15 16
12 66 12 1
69 58 11 4
79 28 9 0
29 28 13 4
83 35 13 1
40 93 16 4
99 3 10 4
44 90 9 9
85 35 14 4
75 59 12 9
15 84 14 4
43 2 12 0
71 85 5 16
26 69 8 9
31 83 7 4
62 68 6 1
17 42 15 0
67 14 5 16
62 15 12 1
78 11 11 9
41 47 3 25
73 75 11 9
79 91 13 16
70 58 9 4
68 82 11 1
88 59 12 9
31 74 18 9
33 95 13 9
49 39 14 4
60 94 12 0
44 33 12 4
24 36 14 9
54 46 15 1
85 26 9 9
70 59 14 1
5 22 14 4
75 71 2 9
44 15 14 16
74 12 11 16
89 32 12 4
34 35 11 25
58 57 13 25
97 60 11 9
50 39 4 25
64 25 7 4
3 25 2 25
49 63 11 9
4 16 11 1
86 86 8 16
41 16 7 1
48 30 14 4
13 60 12 1
5 27 9 4
63 2 13 16
59 18 6 9
3 12 8 1
30 8 10 16
33 66 5 4
69 87 12 16
96 27 1 16
41 65 13 9
38 2 7 1
48 48 11 16
61 6 8 1
40 45 4 4
23 28 13 16
14 40 5 4
51 19 26 16
93 67 9 1
1 65 7 25
8 62 15 4
77 29 17 16
96 56 8 1
50 95 9 9
96 70 8 25
63 75 7 4
19 24 12 1
42 46 7 0
83 57 12 1
82 50 15 1
21 13 4 16
14 57 12 9
55 28 10 25
13 28 17 25
73 76 8 25
92 43 7 4
4 14 15 0
54 98 11 1
8 55 7 9
35 87 14 9
79 88 13 1
4 1 10 25
59 63 12 4
75 5 10 4
90 48 15 9
63 71 15 16
42 10 15 0
76 24 13 9
28 58 4 25
77 86 12 9
86 41 13 0
64 61 12 4
2 75 14 25
27 28 4 4
34 91 13 16
95 50 8 25
44 68 7 4
88 20 14 1
19 88 16 25
64 77 16 16
34 44 15 25
78 55 13 4
55 87 8 1
85 22 13 0
19 29 16 16
99 81 19 16
13 36 13 9
56 43 7 16
54 86 7 16
4 95 7 4
46 23 10 16
47 54 18 25
14 3 13 16
18 14 17 9
27 55 21 16
6 46 3 16
38 55 12 1
71 32 10 9
82 18 9 16
5 63 21 25
26 13 10 25
23 41 8 4
89 25 8 1
22 55 11 1
28 65 13 25
16 80 11 16
32 61 14 1
11 3 13 4
59 45 9 1
26 18 11 4
18 55 2 25
16 38 9 1
36 26 23 25
83 86 6 1
59 1 14 4
68 13 9 9
17 4 18 25
79 25 10 0
76 54 5 0
21 55 12 16
28 44 14 9
51 20 15 4
82 32 1 25
93 77 14 16
10 73 9 25
35 5 4 16
30 11 13 1
34 66 10 1
74 92 7 16
94 98 8 1
72 7 15 1
26 22 15 9
49 41 10 4
100 43 11 9
22 80 6 16
2 90 17 25
88 92 8 16
30 8 9 9
69 91 5 16
77 30 5 9
99 73 13 4
36 46 12 9
71 31 12 16
4 71 16 9
100 98 6 16
6 17 10 16
24 96 6 4
31 81 14 0
19 25 4 9
21 42 10 1
65 39 12 4
4 3 10 1
79 85 9 9
12 9 12 4
8 79 12 4
47 56 12 16
5 32 6 16
98 27 10 0
81 2 8 16
78 49 9 1
82 91 11 1
66 73 18 4
74 35 5 1
93 95 7 0
38 87 8 1
98 8 18 16
29 35 7 1
33 69 7 16
1 94 10 9
39 72 9 9
76 33 9 25
79 54 3 16
45 13 6 9
55 66 15 9
6 65 11 4
11 70 15 16
80 58 9 4
39 52 7 16
98 40 16 25
76 56 9 9
38 11 5 0
62 44 7 9
42 32 12 1
52 47 8 4
62 86 5 4
87 17 10 16
78 9 5 9
50 56 12 1
1 14 13 9
7 94 12 1
6 35 6 9
5 62 15 16
20 10 12 9
56 94 10 9
23 52 3 16
71 45 16 4
83 16 8 4
46 31 13 1
56 11 7 0
79 43 13 0
31 37 8 1
50 25 6 1
1 88 11 1
10 94 7 25
10 96 10 9
86 10 8 25
91 30 12 16
80 81 15 0
32 30 0 9
87 85 9 1
14 73 13 4
68 13 9 9
87 87 11 4
48 8 12 16
71 26 5 4
4 87 2 16
40 7 9 1
40 30 11 16
17 28 10 16
2 50 11 1
37 4 3 4
43 70 14 0
28 53 11 1
13 10 17 25
52 65 5 25
53 34 14 9
83 84 16 1
43 55 5 25
84 89 12 1
52 93 8 4
43 3 18 9
83 34 5 16
73 23 14 4
69 91 5 1
22 86 0 9
75 27 5 1
99 83 7 25
2 66 11 4
24 72 8 9
16 20 4 9
54 75 6 9
44 15 12 1
87 5 10 9
47 98 5 9
55 95 12 9
53 23 3 16
44 13 9 4
4 56 14 9
22 6 8 16
46 68 8 4
59 45 14 4
100 85 16 4
42 80 11 1
45 15 3 9
49 32 13 4
93 26 8 16
78 14 11 16
63 34 14 0
79 3 17 16
14 67 12 16
29 29 14 1
39 58 8 1
64 86 14 9
91 88 11 16
84 71 10 9
52 57 10 4
57 37 2 16
66 15 7 25
38 40 8 0
97 65 4 16
60 75 9 0
2 64 15 4
65 22 10 16
16 78 20 9
30 44 10 9
29 53 10 0
65 55 7 9
65 84 18 16
39 4 15 1
28 76 12 4
19 39 1 16
97 73 10 4
7 27 13 25
62 13 8 4
14 53 16 1
7 2 12 16
21 15 7 4
13 3 15 4
46 17 7 0
88 2 14 16
14 75 6 4
53 64 14 4
69 66 15 16
43 98 13 9
18 6 14 1
73 49 9 25
38 23 20 16
66 53 5 9
7 73 8 25
48 4 6 1
48 83 10 4
92 9 8 4
75 39 4 16
50 94 11 1
17 33 6 4
38 69 18 16
72 4 11 9
71 7 14 4
58 13 7 16
35 9 15 9
72 45 16 9
78 12 16 4
38 25 10 16
39 62 13 1
7 88 13 0
2 87 5 4
10 40 9 0
89 78 6 0
35 58 11 0
18 88 10 16
70 8 5 1
50 53 12 4
6 78 7 4
