500 50 50
34 12 6 16
1 84 7 25
78 97 13 9
97 4 8 4
58 12 6 25
15 93 14 4
37 44 14 4
93 88 10 4
49 70 12 1
43 6 7 0
4 83 7 9
64 48 8 4
59 12 20 25
62 11 11 4
41 51 14 16
82 49 6 16
57 76 15 9
4 28 13 1
14 32 12 9
66 49 6 1
81 33 4 16
50 38 12 9
27 74 9 0
85 87 14 25
9 90 6 1
27 8 5 16
30 51 6 1
51 45 11 4
16 82 11 1
97 74 11 4
11 72 7 4
64 64 15 9
7 7 11 4
67 5 14 4
15 85 16 4
45 42 14 4
32 97 12 4
12 33 10 4
13 65 21 9
37 84 13 4
57 26 12 25
65 16 10 1
9 21 12 1
27 79 14 0
39 41 15 0
73 9 10 9
40 86 8 1
38 98 8 1
96 76 13 1
97 2 10 4
53 6 13 4
16 66 20 9
80 45 8 9
31 20 5 16
68 60 12 1
37 53 8 9
22 59 15 0
93 86 23 25
50 28 3 16
26 52 9 9
96 54 8 9
19 4 6 9
57 92 12 25
7 56 6 16
47 7 9 1
91 39 9 9
35 22 11 16
70 40 17 16
57 38 6 16
21 44 9 1
70 46 13 25
49 83 12 25
64 26 7 16
65 77 10 1
65 38 5 1
72 59 11 16
37 4 11 0
8 52 11 4
34 92 25 25
73 90 8 25
38 82 9 1
84 58 12 1
45 48 7 1
70 63 6 16
56 63 10 4
96 23 11 16
6 85 6 16
39 96 8 25
42 55 13 16
55 1 12 16
3 71 7 4
57 98 3 9
39 28 11 16
87 45 4 9
88 76 10 4
14 63 13 1
72 75 8 16
54 65 7 16
40 39 6 9
61 4 9 0
2 99 9 1
75 97 5 16
30 86 7 1
54 40 9 9
50 13 8 1
22 84 6 9
41 57 24 25
9 31 13 9
79 45 12 16
91 2 13 25
51 3 9 9
54 16 13 1
68 37 7 25
48 23 11 9
31 70 10 16
77 96 3 9
83 41 17 1
81 25 14 16
90 38 2 25
86 91 6 4
57 35 9 1
72 44 9 9
80 83 4 25
99 32 14 9
85 68 10 25
99 21 8 4
91 42 12 0
5 65 9 4
76 6 3 16
28 38 15 9
34 97 17 25
33 95 6 9
15 24 6 25
32 31 12 4
26 24 11 1
59 50 8 0
49 72 14 1
28 98 14 1
16 99 3 16
12 82 9 25
29 67 12 0
11 90 4 9
5 98 17 9
91 89 24 16
75 11 5 0
39 7 9 4
26 33 15 16
61 97 14 4
21 32 15 16
94 94 16 1
21 48 5 9
96 3 14 4
82 77 2 4
95 55 1 16
74 100 5 1
15 84 3 16
13 49 10 16
97 95 7 16
91 59 10 25
80 8 10 9
57 42 10 4
16 52 8 0
28 94 6 9
13 42 11 25
35 73 1 16
10 59 5 0
27 90 12 1
21 74 6 9
45 67 13 9
67 81 8 4
96 27 6 4
9 58 13 25
96 77 11 9
27 5 7 1
75 30 9 0
57 37 20 9
16 30 10 1
14 99 10 9
76 82 1 16
46 15 7 4
89 27 5 1
99 65 9 9
33 35 18 9
41 77 7 1
24 63 13 1
74 70 5 4
21 23 4 9
52 18 9 16
93 68 9 4
42 97 4 16
21 44 12 4
85 2 14 16
70 43 8 1
38 93 4 4
65 58 15 0
51 70 7 4
22 11 8 9
43 3 9 16
51 40 18 16
57 54 9 1
66 81 9 16
61 51 8 9
98 5 5 4
18 30 11 9
36 47 8 1
3 13 8 1
84 61 3 9
15 51 10 9
7 75 11 16
92 9 11 1
18 54 12 9
55 38 12 4
94 20 16 4
64 81 16 1
67 71 17 16
15 44 16 25
19 31 15 25
54 41 13 1
63 13 10 16
71 74 5 1
76 99 10 16
80 28 7 1
27 27 12 0
46 84 13 1
61 94 13 1
78 4 4 4
88 25 12 9
67 26 0 16
18 91 11 1
21 29 19 16
29 94 9 9
46 72 10 4
79 61 8 9
53 2 7 4
28 21 15 16
22 90 3 16
14 47 19 9
85 55 15 9
61 20 8 4
28 5 10 25
59 58 14 1
37 87 13 0
38 96 9 1
49 53 10 16
16 43 14 0
89 84 3 16
62 52 7 16
86 39 11 4
41 13 15 9
33 74 12 4
9 70 9 1
36 57 3 9
51 60 10 9
100 82 11 25
56 33 7 0
60 43 9 9
94 57 12 16
2 96 7 16
6 51 12 1
87 6 6 4
83 25 15 0
5 79 7 1
47 24 6 16
64 10 13 9
86 80 5 4
92 75 10 16
99 55 15 9
21 82 14 4
87 36 12 1
48 31 14 0
3 85 10 0
7 58 13 4
3 57 15 1
54 63 9 4
73 2 10 0
54 67 11 1
44 8 5 9
96 7 10 4
29 20 8 1
86 93 20 16
47 73 8 9
36 15 12 4
22 61 10 4
46 32 2 25
28 23 6 9
48 8 6 9
27 98 17 9
78 25 14 0
89 35 9 0
72 23 6 16
95 82 6 0
5 3 6 16
96 58 0 25
15 21 7 1
59 5 10 9
69 68 11 4
33 75 12 16
24 77 6 1
20 23 13 1
96 34 14 4
62 13 10 9
42 40 18 4
75 33 12 1
64 56 14 1
97 49 6 0
69 46 13 4
25 53 8 1
62 85 10 0
58 99 19 16
5 57 13 1
16 82 13 16
85 11 14 0
70 3 16 16
97 60 9 1
19 4 6 4
10 57 9 0
73 54 14 16
1 64 10 9
30 52 3 16
18 22 11 1
17 76 17 25
38 82 8 16
9 11 7 9
45 1 6 9
19 90 8 16
59 65 8 0
60 81 5 4
13 73 8 9
27 15 13 4
50 51 6 0
84 62 11 4
42 88 20 25
22 33 15 25
32 44 9 1
40 92 16 1
72 69 5 1
25 6 11 9
69 51 12 4
7 70 12 9
90 33 8 4
23 4 7 1
8 14 14 1
5 76 14 25
64 85 16 4
99 25 11 1
100 50 8 1
75 44 8 1
88 83 0 25
65 63 13 1
59 98 14 1
100 69 10 16
39 34 9 0
11 27 7 0
11 11 9 4
29 96 11 4
87 96 7 0
21 20 10 4
76 34 9 16
9 78 17 9
11 25 2 16
99 88 9 1
72 92 8 9
63 15 9 9
32 31 11 16
25 18 3 16
13 34 9 1
88 97 15 9
90 94 14 4
22 26 13 0
55 68 6 25
85 58 7 9
43 96 13 16
8 7 3 9
55 3 12 1
52 54 11 9
11 6 12 25
100 70 11 16
78 25 9 16
88 43 17 25
32 7 3 16
18 72 12 4
39 16 11 9
47 40 11 0
57 3 13 0
94 26 8 25
90 81 9 4
12 40 5 16
61 68 4 25
87 55 15 1
61 32 14 0
40 85 19 16
18 69 9 1
95 58 2 25
79 51 18 4
90 64 11 0
67 63 22 25
72 34 12 4
52 27 13 9
98 57 7 1
71 66 11 16
96 14 9 16
40 9 11 25
91 30 13 1
22 72 7 4
57 23 14 9
85 79 20 16
13 9 4 16
83 33 6 4
88 64 6 4
40 47 8 0
9 55 7 25
87 74 8 0
34 70 7 0
91 29 15 1
67 54 1 9
89 37 9 25
24 1 4 25
46 27 7 25
56 18 0 25
96 38 5 9
13 39 7 4
48 27 5 4
15 52 7 4
29 47 5 16
65 80 17 4
93 33 14 9
49 31 9 4
60 81 14 4
78 88 10 1
69 61 0 16
60 63 15 4
60 59 8 9
53 64 13 0
24 99 4 4
14 25 7 1
92 93 8 4
31 41 15 1
39 42 15 16
19 86 9 4
19 24 10 16
53 25 5 4
55 46 12 1
55 44 12 4
16 63 8 0
2 68 8 0
89 6 14 1
61 53 18 9
64 5 7 4
10 72 9 4
70 96 10 4
34 66 14 16
98 32 7 1
90 60 0 16
7 14 9 1
56 83 1 25
37 91 11 16
53 10 13 16
36 54 15 4
79 16 14 0
49 82 17 4
89 39 7 9
56 23 11 9
15 17 12 16
90 63 11 25
40 67 10 1
7 32 12 25
17 55 16 9
53 3 17 9
42 24 9 9
87 59 6 4
32 36 9 1
39 72 9 0
69 95 10 9
19 99 7 16
19 60 7 1
53 95 11 9
34 13 8 1
65 17 10 1
59 98 17 25
27 77 0 16
12 15 20 16
64 79 10 25
16 66 2 25
89 100 7 1
14 44 5 0
9 78 17 16
41 26 13 1
95 63 8 4
47 9 12 1
39 70 13 9
79 21 9 16
62 67 5 16
46 4 14 4
7 46 12 16
90 4 7 0
7 88 13 4
90 26 18 16
88 47 12 9
9 76 14 9
86 33 8 4
64 27 4773 3211 0.105938146763947 250 1 0.841621233572914
6 68 1060 3986 0.146988029861823 250 6 0.841621233572914
71 6 8112 4130 0.411265062184539 500 7 0.841621233572914
73 53 1000 4969 0.10473081109114 100 5 0.841621233572914
46 97 964 2488 0.468619215462823 250 6 0.841621233572914
18 16 7105 2787 0.123968967704568 250 6 0.841621233572914
4 17 971 2434 0.0310722802812234 500 6 0.841621233572914
57 56 8210 4135 0.445670500968117 250 4 0.841621233572914
52 85 7736 1728 0.407719807133544 250 3 0.841621233572914
29 36 7991 3203 0.273979226760566 500 6 0.841621233572914
