200 30 30
67 39 6 9
98 9 8 16
43 26 2 16
64 86 4 16
51 49 9 16
15 42 11 1
92 63 5 4
61 39 15 9
24 12 8 1
52 55 8 1
80 1 8 16
95 26 13 9
31 61 5 9
21 64 7 1
13 8 14 16
25 53 11 4
80 84 10 9
88 79 6 0
71 98 6 4
26 60 0 16
96 96 12 9
51 60 15 4
86 30 12 16
85 94 11 1
90 37 10 9
13 43 11 9
36 12 6 4
25 89 7 16
73 74 10 9
2 91 6 4
74 87 12 25
95 7 10 25
72 46 7 0
45 49 12 1
53 83 17 16
40 49 8 9
100 84 16 16
3 8 11 16
21 16 7 16
61 71 17 16
37 29 4 9
81 18 8 9
56 88 4 16
12 7 7 9
78 57 13 4
33 100 11 1
36 30 6 25
54 81 13 4
44 63 11 1
25 81 24 25
37 37 7 1
13 51 7 1
67 66 5 16
62 37 7 9
79 90 12 25
22 21 13 4
46 45 13 9
26 59 16 4
4 6 7 16
85 51 10 1
46 53 14 25
25 26 9 1
22 4 10 1
52 12 8 9
58 48 10 0
40 98 12 16
31 16 8 1
79 59 14 4
50 17 12 1
60 20 6 1
84 48 8 9
8 75 16 16
4 48 9 25
12 47 14 16
41 30 9 4
40 31 16 25
96 31 6 1
67 78 17 4
15 20 8 4
91 99 7 0
30 62 4 16
57 50 14 9
28 72 8 25
59 23 3 25
26 46 6 9
57 30 11 1
20 38 12 1
58 46 7 9
39 68 7 9
57 34 13 16
87 32 10 0
67 99 19 25
39 44 7 9
90 86 1 25
86 92 8 9
49 67 5 16
86 16 6 4
58 76 10 9
45 2 8 4
26 30 4 4
30 86 7 1
84 100 7 0
32 47 7 16
52 89 11 1
64 96 15 4
42 63 14 9
39 49 16 16
97 6 8 4
12 68 9 4
90 55 11 4
98 42 7 0
14 82 13 25
73 71 7 4
54 65 7 0
96 95 9 4
12 12 15 9
13 44 13 4
43 12 11 4
22 73 5 16
82 37 11 1
88 43 5 0
43 52 11 1
41 7 11 9
75 17 9 0
48 71 2 9
29 48 12 4
44 83 14 4
92 78 10 9
78 34 5 9
28 57 8 16
30 82 10 16
24 84 8 1
21 18 15 9
45 97 11 16
90 59 5 25
25 13 3 4
63 69 14 25
8 38 5 25
85 56 5 1
67 15 10 1
52 73 7 16
94 16 12 9
45 54 8 16
18 13 18 16
26 95 5 4
11 79 4 16
48 50 1 16
58 31 9 16
36 12 10 4
39 85 8 25
86 88 6 0
24 55 13 9
47 89 6 0
73 27 19 9
28 71 9 1
58 58 7 0
10 4 11 16
100 88 10 0
63 24 7 9
42 89 4 16
9 97 7 1
4 32 12 4
32 84 11 9
7 67 10 16
83 11 10 4
87 57 1 25
57 43 10 1
85 82 9 16
50 35 11 25
99 56 4 4
36 22 13 4
91 85 12 0
84 62 11 16
55 33 6 16
73 67 7 16
5 1 5 0
77 51 12 4
72 76 12 4
12 70 8 1
63 7 10 1
86 31 16 25
10 2 3 16
16 78 1 25
89 87 14 16
10 32 12 16
56 30 10 9
8 32 12 1
3 36 6 16
26 69 5 9
19 56 8 1
58 99 10 16
33 36 9 4
85 99 7 1
23 18 2 4
78 40 8 4
92 79 9 9
83 28 0 25
53 30 16 16
60 49 12 16
31 95 16 16
77 45 5132 1021 0.0972846852289513 500 3 0.2533471031358
68 56 1022 1829 0.238516257600859 500 6 0.2533471031358
68 90 5094 1303 0.31048909567995 500 6 0.2533471031358
87 54 4944 626 0.274933632770553 250 1 0.2533471031358
29 69 5201 1011 0.0720112754730508 500 1 0.2533471031358
95 9 8302 1262 0.0380086130136624 100 6 0.2533471031358
19 79 4782 1268 0.380793575460557 100 4 0.2533471031358
88 30 8101 1282 0.452186135740485 100 6 0.2533471031358
15 54 990 1834 0.428323050020263 500 7 0.2533471031358
79 49 4850 1605 0.152185256117955 250 1 0.2533471031358
97 72 8608 1619 0.285372237386182 100 7 0.2533471031358
92 74 4896 1666 0.282998574099038 100 7 0.2533471031358
97 90 8041 941 0.29313037985703 250 7 0.2533471031358
52 32 8469 1133 0.16896558312932 500 1 0.2533471031358
16 19 999 1552 0.400810731325764 500 7 0.2533471031358
63 15 8017 1743 0.412831041556783 500 3 0.2533471031358
10 95 5186 1656 0.366967762622517 100 6 0.2533471031358
75 93 1012 1041 0.349141377042979 500 5 0.2533471031358
67 70 7901 873 0.385114059448242 250 5 0.2533471031358
12 70 1019 1724 0.0790408565872349 250 1 0.2533471031358
25 10 1010 1056 0.46605604366865 100 2 0.2533471031358
32 10 4907 953 0.355721963245887 250 5 0.2533471031358
12 38 5090 1239 0.0802156954794191 500 3 0.2533471031358
3 49 8193 1375 0.0651463983859867 500 5 0.2533471031358
19 58 1036 1371 0.28610399969155 250 4 0.2533471031358
65 70 948 1111 0.226608319480438 100 1 0.2533471031358
37 11 7885 1582 0.169403687417507 500 3 0.2533471031358
13 34 8134 1395 0.453508133355062 250 6 0.2533471031358
16 41 7588 1681 0.33434356802376 250 7 0.2533471031358
98 91 8140 1592 0.369445059346035 250 5 0.2533471031358
5000 20 30
350 16 35
5000 14 45
350 18 35
5000 14 30
350 17 40
5000 14 30
350 16 70
1000 18 30
350 15 70
350 13 40
5000 10 55
1000 15 30
350 15 40
350 14 60
5000 12 50
5000 15 45
1000 20 50
1000 11 55
5000 18 40
5000 20 70
5000 17 65
350 13 35
5000 10 65
350 15 65
350 19 65
1000 16 30
350 14 45
5000 15 75
1000 17 35
