200 30 30
17 3 14 16
62 13 14 1
19 37 11 1
10 18 9 0
20 45 11 16
59 67 10 9
61 62 6 1
15 30 14 16
33 28 15 16
64 32 12 16
51 36 12 1
79 57 12 4
60 60 21 16
45 54 15 16
33 97 10 1
33 63 14 4
80 6 14 1
40 79 9 1
77 22 12 0
61 55 7 1
12 42 7 0
64 97 8 4
36 54 21 25
26 56 11 0
96 75 12 1
41 83 9 25
27 99 18 16
92 10 14 1
20 23 7 16
22 9 13 0
74 39 9 4
17 57 15 1
72 31 10 25
88 18 12 4
67 6 7 4
59 29 9 9
35 62 9 1
81 2 12 1
42 46 10 16
25 73 11 0
61 67 4 16
49 82 7 4
49 39 10 9
63 33 11 1
55 79 12 4
77 49 5 4
8 66 13 25
65 69 3 25
50 83 15 9
18 18 9 1
65 96 5 1
44 22 7 16
22 7 11 4
33 83 8 4
26 45 11 1
14 89 8 4
29 85 24 16
83 30 10 9
74 63 19 16
7 61 15 1
75 36 7 4
97 98 14 25
60 50 10 16
24 39 5 1
39 60 14 0
93 21 7 0
99 10 14 0
10 73 8 4
16 51 12 0
51 27 15 25
41 82 11 0
55 61 6 9
3 100 9 1
51 70 13 9
28 29 2 9
22 57 11 0
19 59 13 9
79 12 14 9
52 82 14 16
65 78 12 4
15 27 6 16
99 62 5 9
79 88 16 1
61 6 6 9
30 80 7 1
33 53 14 4
84 65 8 1
84 49 16 9
31 8 15 25
83 73 9 0
71 8 14 9
28 33 6 9
87 98 11 1
89 10 11 4
93 22 9 1
50 89 12 4
47 25 9 16
7 73 7 4
57 3 4 4
95 65 15 16
59 91 9 4
37 54 0 16
31 40 13 0
31 3 9 16
85 68 12 16
18 20 1 25
55 90 7 1
61 29 12 16
66 88 16 4
28 39 11 4
29 8 12 1
57 39 9 16
71 3 7 25
98 58 14 25
87 25 6 0
2 56 9 9
69 51 14 9
40 53 8 1
27 28 7 0
42 72 12 4
70 88 15 9
30 17 6 16
10 58 7 9
16 65 8 0
8 44 7 1
6 82 9 9
41 73 6 16
91 61 8 4
90 9 18 9
79 77 0 25
6 55 8 16
91 95 11 16
33 80 10 16
90 3 5 0
29 73 11 16
46 34 11 1
14 38 18 16
11 79 16 1
45 48 14 16
82 89 7 4
23 64 12 9
78 47 10 1
29 93 10 4
90 7 6 9
38 28 8 4
71 47 13 25
15 33 7 1
56 43 11 16
84 43 13 4
97 79 10 25
93 23 16 9
56 85 5 1
55 14 16 4
26 42 11 1
70 75 13 9
61 2 9 4
100 28 10 0
68 95 11 1
77 17 10 4
72 27 13 25
57 91 7 1
16 59 9 16
33 9 5 9
22 90 9 25
29 2 15 1
48 88 6 0
23 92 5 16
81 53 7 1
16 30 6 16
34 55 13 4
79 70 8 1
14 7 13 1
9 97 7 0
56 42 9 16
59 67 11 0
64 5 14 0
74 73 13 4
35 61 13 1
56 26 10 1
51 33 10 1
91 91 5 9
2 38 7 16
70 45 8 25
30 85 5 9
61 87 14 1
35 47 11 4
56 24 4 16
50 29 8 16
7 67 4 16
52 95 10 0
70 79 12 1
9 83 13 16
83 13 14 25
82 73 8 9
81 78 11 4
73 36 11 16
82 71 11 9
98 43 10 4
44 51 10 16
1 10 23 25
76 16 995 1179 0.488809594293125 100 7 0.841621233572914
1 14 1010 1847 0.109155351244845 250 2 0.841621233572914
12 25 8244 948 0.238758088285103 500 1 0.841621233572914
85 75 4612 1381 0.324072292123456 250 6 0.841621233572914
15 59 7434 914 0.109572002578061 100 6 0.841621233572914
59 59 1029 2045 0.173486212368589 500 4 0.841621233572914
61 1 4833 2054 0.15217491844669 250 7 0.841621233572914
71 26 8768 1614 0.240320556911174 500 5 0.841621233572914
50 19 7828 1189 0.167137690843083 500 7 0.841621233572914
98 79 4772 956 0.378496322499122 100 7 0.841621233572914
82 41 8078 1284 0.22868445583852 100 6 0.841621233572914
95 84 7872 1694 0.101394117802847 100 6 0.841621233572914
96 21 5362 1219 0.301378322960809 250 3 0.841621233572914
42 57 4997 1556 0.253801128757186 100 2 0.841621233572914
21 3 7866 1074 0.152423067532945 500 2 0.841621233572914
34 34 992 1373 0.494821462486871 250 1 0.841621233572914
71 76 8010 1598 0.306581381966826 500 6 0.841621233572914
68 45 1019 1339 0.115707448446192 500 1 0.841621233572914
41 30 7931 1795 0.111772388841491 100 7 0.841621233572914
9 36 1037 873 0.381137724665459 500 1 0.841621233572914
48 51 972 2067 0.389869899598416 250 1 0.841621233572914
97 36 991 1175 0.035608909339644 100 3 0.841621233572914
90 6 8013 1712 0.380679605775513 100 6 0.841621233572914
26 6 4727 1475 0.141941519472748 500 6 0.841621233572914
51 43 976 699 0.110336160222068 250 2 0.841621233572914
78 63 7856 980 0.475140139553696 250 3 0.841621233572914
24 86 8181 741 0.435249653842766 500 6 0.841621233572914
83 18 986 1606 0.398754767258652 100 2 0.841621233572914
53 5 5125 979 0.296482995816041 100 1 0.841621233572914
51 65 1010 1606 0.340903622675687 100 3 0.841621233572914
1000 11 55
5000 15 55
1000 10 45
350 12 60
5000 13 60
1000 16 40
5000 15 65
350 12 25
1000 19 40
1000 16 60
5000 11 65
350 10 40
350 16 35
1000 20 45
1000 12 40
350 19 65
5000 14 65
5000 12 60
1000 15 65
350 15 60
350 19 55
1000 11 40
350 14 45
350 10 55
350 20 65
350 12 40
1000 11 35
5000 14 45
350 11 60
5000 18 40
