150 30 30
48 36 9 16
3 56 8 16
49 17 5 16
100 53 9 16
85 8 11 16
9 59 7 16
17 22 13 4
41 64 8 9
71 23 12 1
97 8 6 9
2 37 9 4
20 53 13 9
37 76 9 0
63 18 14 16
98 75 2 25
38 95 8 16
66 14 9 16
52 28 8 25
51 37 10 9
13 83 13 25
41 19 14 16
43 23 11 0
36 100 10 9
1 83 14 0
84 89 14 4
30 2 2 16
9 3 10 0
70 34 13 4
32 40 10 16
91 42 20 25
80 98 5 4
65 96 3 4
34 67 9 4
51 46 11 25
57 78 5 4
29 51 5 0
10 54 6 4
90 59 12 1
22 65 10 4
91 81 9 9
87 82 10 4
8 81 18 25
11 21 11 4
5 67 4 1
99 9 0 16
55 62 16 1
25 72 6 9
6 87 11 16
72 66 16 9
83 75 5 16
15 2 13 16
43 92 13 1
37 26 1 16
22 16 17 4
33 70 15 1
25 30 9 0
57 10 14 0
47 85 13 16
81 10 6 1
99 65 8 1
46 30 8 1
61 38 8 0
41 10 3 1
8 96 12 9
96 75 8 1
79 21 15 16
48 69 6 4
60 50 13 0
50 23 12 4
18 65 14 16
70 64 21 25
42 46 11 25
75 63 14 1
48 49 9 4
54 43 14 9
60 16 10 16
91 46 14 1
85 12 14 0
69 37 20 25
61 68 6 0
14 70 10 4
12 99 9 16
68 20 10 1
22 63 4 9
4 64 10 1
71 80 6 4
4 54 3 9
20 63 6 9
90 48 16 1
1 45 10 0
55 23 11 9
29 80 13 9
43 39 7 4
65 10 14 16
51 31 14 25
4 16 10 16
20 75 9 9
26 71 11 1
90 97 12 4
96 56 8 0
38 97 5 1
22 4 9 9
24 84 5 4
94 19 9 4
84 43 7 1
20 61 15 1
46 90 7 1
46 31 9 16
53 17 8 16
29 15 12 9
68 63 12 25
95 88 12 0
41 58 13 9
57 31 8 16
39 47 10 1
40 85 21 25
58 59 5 4
79 55 14 16
37 46 13 0
9 46 7 16
85 71 12 4
33 41 10 4
45 53 10 9
31 41 10 16
77 13 7 4
7 72 7 25
93 77 12 0
16 67 9 4
20 54 11 0
13 14 5 16
5 53 1 25
85 20 8 4
31 2 7 9
63 66 13 4
45 7 16 4
29 36 12 25
80 34 5 16
48 91 15 9
16 21 13 9
1 12 15 1
9 71 6 9
85 100 15 4
49 76 7 9
70 61 5 4
74 42 11 16
7 82 10 0
87 58 22 16
95 42 11 9
70 7 15 16
15 86 4 1
13 87 8151 1369 0.179615948377177 100 7 0.841621233572914
63 83 1005 846 0.0956106469454244 250 7 0.841621233572914
39 49 1003 1437 0.0619824645156041 250 5 0.841621233572914
1 90 5046 1435 0.381360994640272 250 2 0.841621233572914
15 51 5014 1275 0.338702906589024 500 2 0.841621233572914
19 81 5094 1164 0.479192809921224 250 6 0.841621233572914
46 63 1009 1460 0.244499232228845 250 4 0.841621233572914
32 13 4967 662 0.365615560465958 100 4 0.841621233572914
39 56 4841 1072 0.303604924918618 250 3 0.841621233572914
67 59 1019 1428 0.0549843832710758 100 5 0.841621233572914
27 64 7813 1434 0.25523999738507 250 2 0.841621233572914
46 29 8347 1304 0.277089423846919 250 3 0.841621233572914
40 75 4762 1018 0.110081522022374 500 6 0.841621233572914
68 88 1008 559 0.485342295709998 100 4 0.841621233572914
59 24 7860 582 0.222593058005441 100 7 0.841621233572914
33 67 1005 892 0.0915003429772332 500 3 0.841621233572914
91 63 8286 717 0.455099382724147 100 7 0.841621233572914
78 12 7763 1143 0.171652661326807 500 4 0.841621233572914
10 38 5134 1206 0.0636345902364701 250 7 0.841621233572914
75 20 8072 1437 0.396798395034857 250 5 0.841621233572914
69 75 5181 1502 0.272157670822926 250 6 0.841621233572914
79 25 7927 921 0.467643136542756 100 6 0.841621233572914
93 38 5274 1299 0.0726360225048847 250 4 0.841621233572914
16 96 5083 949 0.196772066722624 500 7 0.841621233572914
96 29 8569 1283 0.285824299084488 100 3 0.841621233572914
91 59 7484 992 0.461149011191446 250 4 0.841621233572914
30 80 1003 1007 0.370935930942651 250 2 0.841621233572914
65 54 8624 534 0.0840060808695853 100 6 0.841621233572914
18 92 989 1496 0.384993768078275 250 4 0.841621233572914
42 80 1020 618 0.395743878262583 100 5 0.841621233572914
5000 15 55
1000 12 35
1000 17 45
350 12 40
5000 13 30
1000 12 45
5000 11 45
350 10 40
350 17 40
350 17 50
5000 17 60
5000 10 75
5000 19 70
350 12 45
1000 12 60
350 14 50
350 13 45
1000 14 30
1000 12 60
350 14 30
5000 19 45
5000 19 50
1000 15 30
5000 18 40
5000 18 65
1000 11 70
350 20 60
5000 16 65
350 17 35
1000 15 50
