150 20 20
60 66 12 16
89 92 9 4
92 77 8 4
94 40 4 1
39 53 12 1
100 15 14 9
43 82 20 9
28 50 12 9
76 82 6 1
92 15 9 1
55 84 10 16
81 57 3 9
54 70 15 1
67 15 9 16
23 79 16 9
61 9 14 9
14 67 11 4
9 28 9 0
85 45 12 4
66 100 7 4
13 54 18 9
40 59 12 1
48 37 7 0
74 92 9 16
94 92 13 16
26 4 5 16
14 65 11 1
70 94 12 25
46 61 12 0
98 69 4 9
25 76 11 1
24 65 14 0
38 93 11 25
62 42 9 0
64 32 12 0
94 16 10 25
59 8 7 16
66 86 21 9
85 8 2 25
1 40 12 4
47 51 7 0
95 14 17 16
2 69 10 25
10 90 15 25
79 7 11 9
47 1 4 16
77 21 16 16
22 96 3 9
29 29 13 4
36 31 7 25
24 87 14 9
43 21 12 1
11 92 10 1
92 78 9 4
93 61 16 9
44 46 14 9
15 5 8 1
11 45 13 4
22 83 11 4
7 17 12 16
24 23 7 4
80 11 11 1
67 87 10 9
37 77 17 9
57 91 12 16
38 65 8 9
48 99 6 1
68 80 11 0
18 58 9 16
88 4 6 25
76 27 13 16
60 18 9 16
92 58 14 1
67 95 7 16
56 24 8 4
83 47 17 16
58 64 11 16
14 75 5 16
92 17 15 9
83 5 14 4
6 89 13 9
21 76 14 9
97 22 7 9
100 81 19 25
29 59 12 4
53 56 10 9
37 39 5 1
43 83 6 9
81 22 12 0
43 61 13 4
7 37 12 16
36 27 6 0
89 60 6 9
19 33 8 1
61 35 11 16
5 32 10 1
10 31 11 16
91 62 14 0
67 17 13 4
13 17 8 9
86 44 14 1
2 58 11 16
54 40 13 9
40 44 4 25
63 40 2 16
20 10 9 16
9 44 1 9
7 16 13 4
37 2 15 1
9 86 19 25
9 69 18 16
33 64 6 1
93 20 15 25
24 78 1 25
49 41 11 16
51 66 21 9
98 56 10 1
96 39 16 4
88 65 16 16
13 14 10 9
72 55 8 4
35 95 8 25
41 65 9 4
52 61 11 1
2 64 13 9
16 29 12 4
89 9 15 0
57 80 12 1
60 34 18 16
50 13 10 25
50 93 11 9
84 66 6 9
62 18 14 4
66 48 3 16
26 94 7 0
82 80 8 9
44 79 10 9
56 66 7 16
30 70 12 4
76 49 7 16
36 61 12 9
17 93 13 25
78 49 8 0
52 73 13 25
28 75 7 4
17 8 1 16
97 68 7 4
20 60 14 0
65 62 1 25
82 65 7 16
74 16 8261 992 0.190788218730595 100 5 0.841621233572914
56 41 7868 921 0.10458955559181 500 1 0.841621233572914
61 43 1006 1458 0.301750791550148 500 5 0.841621233572914
96 26 8013 951 0.370217098714784 250 1 0.841621233572914
33 13 7693 760 0.455386012136005 250 6 0.841621233572914
30 30 8052 1134 0.430239658299834 100 5 0.841621233572914
32 72 8276 1443 0.440361602846533 100 6 0.841621233572914
91 13 8171 740 0.0452019057306461 250 4 0.841621233572914
26 99 986 1492 0.173980631730519 500 6 0.841621233572914
36 71 5112 1397 0.176248371968977 100 5 0.841621233572914
19 81 996 1190 0.0943497131369077 250 4 0.841621233572914
2 18 1026 873 0.448384582977742 100 6 0.841621233572914
37 36 5052 1286 0.351173049311619 100 7 0.841621233572914
13 90 992 1242 0.320880437633023 500 3 0.841621233572914
45 34 979 980 0.128818637530785 250 2 0.841621233572914
56 83 8382 1547 0.191426331482362 500 6 0.841621233572914
71 1 4755 1450 0.402269444500562 250 7 0.841621233572914
62 13 4882 1341 0.0843080246285535 250 7 0.841621233572914
3 81 972 982 0.284204341305885 500 7 0.841621233572914
2 22 1008 1006 0.469683535229415 500 3 0.841621233572914
350 16 40
350 18 35
5000 17 35
350 20 60
1000 18 65
350 18 40
5000 17 50
350 14 50
350 14 40
1000 12 30
350 18 60
350 15 65
1000 17 30
5000 11 70
5000 12 70
350 19 65
350 12 40
350 16 70
1000 16 50
350 19 50
