500 50 50
89 91 9 16
22 18 7 9
29 69 6 0
28 6 14 4
79 15 4 1
25 62 12 16
74 77 8 4
98 92 12 0
68 2 13 9
77 5 12 1
29 65 20 25
92 41 11 4
71 45 7 25
62 42 14 4
92 51 5 9
65 61 10 25
32 26 8 1
47 10 9 1
4 96 11 1
16 19 7 4
97 52 17 9
88 18 14 1
20 27 15 1
62 37 11 9
29 25 8 25
13 80 4 25
47 7 9 1
95 34 9 1
23 74 14 9
27 78 15 25
22 14 4 16
61 90 6 9
52 37 4 16
9 97 8 4
86 28 1 25
84 44 8 9
9 31 15 16
27 75 12 0
21 46 18 9
58 61 16 9
100 46 9 9
37 15 7 25
54 69 13 16
24 35 9 25
82 69 16 16
22 79 7 25
38 16 10 16
28 45 14 4
31 12 15 1
22 23 9 0
6 73 10 25
12 2 8 9
66 71 9 4
97 43 13 1
76 15 18 9
65 49 3 9
91 93 10 16
81 21 14 1
85 97 13 0
10 4 13 9
43 84 9 4
14 48 13 16
21 22 10 0
80 26 12 4
13 14 11 16
78 99 11 4
99 99 15 9
78 77 8 25
94 99 14 16
72 46 10 25
93 58 8 0
24 67 3 25
13 40 7 25
52 71 7 9
1 6 7 4
90 15 12 4
74 60 15 16
15 27 11 16
99 8 7 1
67 73 10 4
90 24 12 4
53 54 13 25
55 43 7 0
19 9 9 0
53 87 10 4
85 7 5 16
64 96 13 0
97 63 13 0
96 3 8 0
76 47 9 16
39 84 10 16
11 63 7 4
36 70 10 9
73 90 11 1
72 39 6 4
50 6 10 16
1 50 1 16
13 90 12 9
9 98 12 0
61 72 11 16
43 17 12 4
15 16 7 4
83 32 1 16
37 3 8 4
17 69 12 16
1 94 15 4
87 94 12 1
96 78 9 9
26 66 14 16
23 8 9 16
42 37 9 4
2 91 8 0
36 12 12 16
63 9 15 16
23 77 14 0
42 62 13 0
6 56 10 0
47 38 12 25
23 50 7 1
92 51 9 0
26 38 8 1
34 73 9 0
63 5 9 9
22 16 14 16
44 11 13 0
98 60 6 0
70 58 13 0
85 58 20 25
77 92 6 16
63 78 12 1
93 1 11 1
79 4 9 16
75 9 7 9
57 73 16 16
19 45 10 0
77 58 8 1
39 76 10 16
92 100 21 25
46 34 13 1
37 19 5 4
65 37 11 1
29 44 13 9
62 65 6 4
44 87 15 25
36 16 9 16
31 66 6 1
8 85 14 4
96 71 11 4
49 35 12 16
44 57 11 25
34 16 4 16
60 82 8 9
99 12 11 1
32 66 18 9
80 75 12 9
55 42 9 1
81 98 10 4
88 57 17 16
54 57 13 1
45 20 14 9
18 96 10 9
67 96 20 9
21 60 4 25
20 37 6 25
61 60 11 0
34 10 5 9
17 27 7 16
2 14 20 16
76 8 6 1
37 53 16 1
86 65 10 9
17 98 15 1
93 84 8 4
72 1 17 16
60 42 2 16
46 78 8 4
93 99 18 25
64 31 6 16
14 58 8 9
55 16 15 16
32 75 14 0
30 27 9 25
61 15 24 16
31 71 8 1
27 74 10 4
68 91 11 25
99 52 11 16
30 70 6 0
89 96 11 16
34 83 12 4
96 56 14 1
34 68 1 16
97 26 10 4
44 85 7 9
23 52 5 1
33 29 14 25
40 42 14 9
18 98 12 0
82 78 5 25
76 7 14 25
76 37 7 25
51 49 13 1
36 56 7 9
37 42 14 9
18 55 2 16
44 82 7 0
62 46 13 9
20 18 10 16
55 69 21 16
31 15 11 1
42 13 11 4
26 70 12 1
66 90 10 9
60 20 6 1
49 55 11 1
95 94 5 16
20 19 12 1
13 72 5 4
19 47 6 4
34 86 15 25
41 71 15 4
28 43 11 0
72 91 12 25
33 91 9 16
70 71 11 1
84 81 10 1
38 85 11 4
45 94 8 1
7 83 11 16
54 76 15 9
47 94 15 16
69 82 9 16
11 63 5 25
27 10 13 1
58 9 12 25
56 48 12 16
59 91 15 25
14 19 4 4
29 82 6 9
10 35 8 1
67 21 7 25
37 33 7 0
35 73 4 16
35 46 6 9
14 11 12 1
90 56 7 9
99 93 7 1
58 60 13 16
3 76 15 9
13 89 12 0
43 11 9 9
6 26 13 4
99 12 6 9
27 57 4 9
87 94 6 0
23 18 15 16
25 4 17 25
47 21 15 25
92 73 10 4
27 5 9 16
69 28 11 9
98 46 10 1
64 34 4 25
96 63 15 25
51 49 8 4
25 46 4 9
86 79 13 4
15 38 11 4
28 32 7 16
34 52 5 25
34 65 15 4
64 90 10 4
59 4 12 16
54 54 17 25
54 63 12 0
84 20 6 25
35 25 6 1
87 46 11 9
37 12 8 4
26 6 15 9
14 79 8 16
16 43 9 4
12 23 9 16
28 1 5 1
83 77 10 0
97 95 5 4
36 38 11 16
43 61 11 9
10 69 18 4
82 7 5 25
22 45 13 16
42 26 10 9
6 31 12 9
78 74 6 4
78 39 7 0
34 37 7 4
76 79 12 25
54 41 12 4
62 15 8 0
82 96 6 4
87 5 16 9
73 86 6 4
33 59 3 9
68 92 12 4
42 4 13 9
68 95 7 16
2 87 9 16
99 44 13 4
26 20 5 1
82 35 14 0
23 45 12 16
7 75 9 25
13 76 8 25
36 34 11 0
98 74 12 16
33 53 10 16
97 49 12 4
59 51 11 4
64 20 12 16
64 50 13 16
71 24 13 4
95 16 10 16
51 89 14 9
70 85 8 1
89 88 11 4
13 71 17 1
76 56 3 4
90 86 16 16
23 4 12 0
39 33 18 16
34 21 5 1
10 72 13 1
97 83 4 25
97 63 8 9
15 8 8 4
2 6 5 4
11 37 5 0
47 80 7 1
44 63 7 4
92 21 7 25
7 94 9 4
14 68 11 9
53 52 4 4
33 85 9 1
3 11 12 0
17 72 14 16
7 6 8 1
84 34 16 25
7 18 8 16
10 81 8 4
99 90 13 0
40 60 8 1
6 21 12 4
80 43 11 4
74 13 11 16
8 74 9 0
71 64 8 1
52 98 9 4
33 61 12 16
11 80 10 16
4 5 11 0
95 51 6 9
66 65 5 9
6 24 12 9
54 91 9 16
67 21 7 16
20 95 14 0
47 50 13 1
56 53 15 4
87 45 14 0
61 99 14 1
51 38 12 4
80 43 12 9
49 98 13 9
31 100 9 1
80 15 8 4
71 66 10 1
43 35 4 16
84 54 9 4
12 60 7 9
35 50 16 16
74 62 12 1
88 94 13 25
20 97 16 9
75 5 8 9
67 66 11 0
63 7 14 1
75 72 4 25
19 26 9 16
56 22 5 9
87 78 13 16
8 75 8 4
75 42 8 16
26 11 5 4
27 97 6 16
99 92 9 9
55 74 13 1
13 89 10 1
98 5 8 25
40 64 11 0
21 66 11 9
71 31 5 9
34 33 12 4
84 56 14 9
14 36 2 16
5 62 7 1
22 67 8 4
91 52 6 4
73 79 9 25
72 42 7 9
62 55 12 4
93 94 14 0
8 8 16 4
20 72 8 16
87 35 8 4
96 64 6 4
8 53 22 25
37 34 8 0
54 92 1 25
67 10 11 4
16 66 5 4
69 65 4 1
78 57 11 1
49 36 13 9
67 13 11 0
49 15 9 4
34 79 3 16
72 63 5 0
50 18 8 9
43 24 8 4
48 73 10 1
45 92 10 9
36 82 16 25
16 74 9 1
82 27 18 9
69 21 11 1
96 3 16 9
43 57 3 16
8 36 11 9
9 93 14 9
62 92 0 16
6 84 8 25
47 15 4 16
95 58 6 0
42 54 3 16
