300 50 50
68 53 14 25
8 29 16 1
35 78 12 4
96 41 13 4
95 17 7 1
2 60 12 9
2 66 11 4
51 73 12 4
46 91 9 0
25 9 11 1
62 82 2 16
9 94 15 16
23 7 13 4
66 4 9 25
89 98 0 9
10 47 10 16
24 87 7 1
49 73 10 4
64 20 13 0
79 56 17 9
99 98 16 16
42 52 10 25
7 70 12 9
26 16 9 1
67 56 14 0
35 39 13 9
12 41 14 16
19 82 9 9
25 51 9 0
9 14 12 4
51 82 10 4
64 90 9 0
71 10 2 25
50 75 5 16
40 62 14 1
40 6 11 25
31 7 9 16
87 29 7 25
26 17 14 4
93 92 8 4
5 55 9 4
51 71 7 0
55 14 7 0
95 11 11 4
88 65 6 25
59 55 9 9
67 37 7 9
39 95 12 0
33 86 11 25
30 51 13 4
58 47 6 16
34 54 9 1
72 91 9 0
35 75 10 9
16 16 12 9
79 93 6 9
68 20 14 4
28 59 12 1
79 50 9 4
28 100 6 4
8 41 11 9
46 57 8 0
82 47 13 4
43 2 3 16
64 22 15 4
32 26 9 16
64 100 5 9
40 56 11 4
67 32 16 16
67 4 16 16
43 71 1 16
52 60 9 4
77 21 11 25
40 10 6 0
65 86 7 1
44 43 9 1
68 2 15 25
52 47 13 9
94 68 10 1
9 45 10 9
20 9 10 9
73 38 16 4
22 53 17 16
32 66 15 0
39 60 14 16
88 90 8 9
56 28 7 9
41 78 14 16
71 12 15 4
74 16 10 4
75 77 5 9
11 84 9 4
64 86 10 9
62 80 14 1
48 89 11 16
51 9 9 4
6 100 3 4
85 39 9 16
36 16 11 1
65 12 13 4
33 89 11 1
20 68 12 4
30 43 10 25
34 62 17 25
75 26 13 16
34 30 13 9
26 68 6 1
75 23 12 0
27 3 12 0
2 16 9 16
70 69 9 1
95 56 6 1
37 33 10 9
13 48 11 1
39 35 10 4
21 59 9 16
10 35 10 9
63 73 4 9
67 30 13 0
37 90 13 0
11 47 14 9
68 66 2 9
13 19 15 9
50 80 5 16
82 57 6 25
47 66 1 4
88 91 5 16
3 88 12 16
49 60 4 25
80 4 3 9
65 54 4 9
48 92 12 0
38 16 12 4
5 60 17 4
69 41 6 16
34 9 13 1
34 65 9 25
95 4 8 1
