150 20 20
58 54 12 25
41 86 10 4
41 11 11 9
21 72 1 25
13 60 8 1
82 13 9 0
93 45 6 1
68 50 13 4
100 38 9 4
49 56 4 16
65 94 10 4
98 27 4 25
5 100 5 25
43 88 7 16
98 71 8 4
90 51 17 25
67 98 4 4
56 39 8 0
47 54 20 9
85 9 5 0
82 64 16 9
81 55 8 0
24 35 10 4
60 91 9 1
86 1 2 16
55 5 8 4
100 71 14 9
4 92 9 9
36 23 5 1
76 13 9 16
75 22 3 16
33 76 8 25
21 25 10 16
53 57 4 9
48 15 13 9
84 66 18 25
67 67 5 1
69 42 14 9
50 67 19 16
61 88 8 9
15 7 13 9
99 39 6 9
30 22 7 4
10 30 17 4
91 39 9 1
66 76 1 4
97 55 6 1
2 92 10 25
33 22 11 16
36 54 6 16
70 14 10 0
37 30 15 1
82 47 9 4
29 10 12 9
67 94 13 16
35 10 15 9
31 83 15 1
64 89 6 1
34 80 8 4
34 14 19 16
11 97 5 9
32 48 8 1
19 88 15 1
92 73 14 16
54 69 3 16
27 90 13 16
37 49 11 0
57 75 6 0
59 91 12 4
89 68 17 9
34 70 14 0
89 98 12 25
14 75 14 1
30 11 12 1
19 27 10 9
16 53 10 1
1 33 18 25
53 35 14 9
23 52 16 1
27 31 10 9
63 55 11 16
45 30 4 1
63 95 8 0
78 65 14 4
6 41 7 25
68 54 13 0
71 4 11 1
13 41 16 16
58 65 14 16
23 79 15 9
88 17 7 9
64 8 3 16
88 34 15 1
86 45 2 25
12 1 14 9
92 63 7 25
67 99 8 9
76 49 12 16
40 68 10 9
62 95 10 9
45 87 15 16
88 18 5 1
53 12 10 16
20 71 11 0
56 44 10 25
74 8 12 1
50 97 11 9
24 91 13 4
5 72 5 0
90 86 13 9
19 28 16 9
3 34 12 4
97 86 12 9
69 99 8 25
74 42 11 16
80 23 11 1
9 78 4 25
70 3 6 9
15 92 9 25
58 49 11 9
3 67 11 0
28 61 15 16
91 53 24 25
35 69 12 1
95 3 15 0
28 24 3 16
26 33 11 1
89 45 13 4
47 36 15 16
8 7 8 4
40 48 12 4
17 98 3 9
69 13 11 9
48 76 8 1
57 29 0 16
59 92 11 0
58 40 14 16
44 77 11 16
12 65 17 16
70 60 16 9
72 21 14 1
24 6 11 9
29 32 6 9
50 96 9 0
98 54 2 4
25 20 14 4
30 12 3 4
40 5 9 1
37 52 11 4
67 35 10 4
71 12 4767 1155 0.392936010239646 250 1 1.2815515655446
57 51 4918 1463 0.0693307972420007 250 4 1.2815515655446
59 3 4711 954 0.0833402844145894 100 2 1.2815515655446
71 57 5174 909 0.0517285165912472 500 2 1.2815515655446
81 94 983 1334 0.181532036315184 100 1 1.2815515655446
14 77 999 905 0.415311942151748 500 3 1.2815515655446
89 55 8124 1505 0.104565915670246 100 4 1.2815515655446
56 56 7611 1230 0.105726956264116 100 2 1.2815515655446
27 31 5230 713 0.392057459743228 250 2 1.2815515655446
89 28 1008 699 0.355402480310295 250 7 1.2815515655446
38 91 8085 876 0.433852186675649 500 3 1.2815515655446
40 18 5093 990 0.45124879780924 250 5 1.2815515655446
49 33 7843 532 0.345659716485534 250 1 1.2815515655446
66 28 5237 693 0.262107633103151 500 7 1.2815515655446
26 35 5076 1334 0.0960789115657099 250 2 1.2815515655446
92 72 1004 947 0.335429484755732 250 6 1.2815515655446
25 81 1007 1111 0.328823039929848 500 5 1.2815515655446
13 6 1014 1092 0.366893909247592 500 3 1.2815515655446
59 96 4946 1162 0.401197968095075 250 6 1.2815515655446
73 91 5186 656 0.0648903555376455 250 3 1.2815515655446
350 12 70
1000 19 70
5000 13 60
5000 17 55
350 13 55
5000 16 65
1000 13 40
1000 15 65
1000 12 65
1000 17 50
350 12 55
5000 14 30
5000 14 65
350 20 45
350 18 65
350 16 30
1000 17 45
1000 12 60
5000 20 65
1000 13 75
