150 30 30
34 10 12 4
61 88 4 16
14 82 7 9
58 33 11 16
65 85 11 4
81 61 8 1
39 56 6 1
87 98 11 25
88 51 6 1
96 22 7 9
25 16 5 1
91 49 8 1
92 51 7 1
11 20 21 16
55 64 6 4
28 44 10 0
43 99 12 0
82 17 12 9
98 91 14 0
37 87 7 4
87 78 12 4
36 97 8 9
7 4 8 1
14 9 7 16
20 69 12 4
89 94 0 25
21 24 12 1
21 44 14 1
90 54 7 9
22 60 1 16
44 39 17 25
42 3 9 0
93 51 5 1
69 58 12 1
71 33 11 9
67 92 10 1
20 36 9 1
39 56 7 1
65 86 15 16
50 6 13 16
53 67 15 9
12 32 6 9
24 74 15 16
70 85 13 1
59 53 8 9
80 68 8 16
27 72 12 1
73 92 9 1
10 34 10 25
46 82 10 9
19 19 16 16
14 9 4 9
81 83 8 4
81 85 10 1
45 29 9 4
3 12 15 4
69 48 10 4
82 55 7 0
73 77 16 9
39 58 21 16
15 51 3 25
29 31 17 16
32 35 8 1
81 17 14 1
89 84 6 25
77 48 10 1
15 92 7 9
84 11 11 16
32 62 9 9
49 12 10 1
54 75 14 4
76 57 4 16
83 37 13 9
23 31 11 9
94 5 12 9
90 75 22 25
55 52 7 4
78 16 6 4
32 71 4 9
35 43 9 1
48 13 15 0
73 62 9 25
36 15 10 9
48 31 16 4
38 64 2 25
85 69 8 16
85 54 13 16
50 68 6 16
79 13 14 1
62 8 9 0
85 25 13 4
86 8 7 9
30 14 15 16
15 92 5 1
46 85 9 1
65 34 9 0
65 52 8 4
77 64 13 1
7 89 14 1
70 94 9 1
18 94 8 16
80 37 18 4
67 8 10 25
89 25 17 9
98 89 9 0
84 36 12 4
75 63 13 25
95 44 7 16
12 11 13 16
22 23 15 4
62 86 13 9
50 52 3 9
35 33 16 1
41 27 19 9
90 24 4 16
88 96 11 4
17 16 14 1
53 2 6 0
15 92 9 1
71 92 13 16
12 88 6 4
94 10 7 9
64 54 9 25
55 60 10 25
51 29 4 9
61 98 9 16
74 98 12 16
61 24 14 25
67 21 15 0
16 53 11 1
1 75 15 0
48 43 11 0
77 69 9 1
68 27 14 16
64 37 9 9
54 34 7 4
29 11 11 4
9 76 10 0
24 61 16 9
52 41 19 16
90 63 11 1
52 25 10 4
71 90 11 4
7 18 22 25
28 57 7 1
36 63 7 1
69 89 11 9
94 35 11 16
75 55 9 0
43 24 11 1
63 2 991 792 0.351334661820438 250 1 0.2533471031358
73 66 1028 557 0.419225962120108 250 4 0.2533471031358
97 36 5025 848 0.066963959238492 250 6 0.2533471031358
96 44 4809 1368 0.475928446517792 500 5 0.2533471031358
31 27 5168 836 0.415975999429356 250 5 0.2533471031358
10 38 1007 690 0.144177541746758 100 6 0.2533471031358
55 81 5401 1479 0.274986560754478 500 1 0.2533471031358
54 74 5046 1159 0.312275707644876 500 4 0.2533471031358
95 81 7666 824 0.369856572265271 500 4 0.2533471031358
9 38 7960 1123 0.424270717902109 250 5 0.2533471031358
31 28 5048 1269 0.438949152140412 500 1 0.2533471031358
36 42 7495 1094 0.344673655105289 250 2 0.2533471031358
5 14 1001 924 0.267129925996997 100 6 0.2533471031358
40 80 5034 1249 0.327958658263087 250 1 0.2533471031358
94 100 8155 869 0.224944221745245 500 1 0.2533471031358
80 19 998 1317 0.19645662045572 500 3 0.2533471031358
13 19 7195 918 0.0864672894636169 500 1 0.2533471031358
75 36 4846 861 0.375949054225348 500 4 0.2533471031358
55 30 8131 1419 0.298197813229635 500 5 0.2533471031358
99 38 5228 1371 0.294217639190611 500 3 0.2533471031358
83 22 4924 1501 0.43152796338778 250 3 0.2533471031358
42 72 5217 1060 0.217638533827849 500 3 0.2533471031358
48 56 4670 558 0.210059049730189 100 6 0.2533471031358
63 57 952 1392 0.0692637141072191 100 7 0.2533471031358
97 76 1055 1232 0.224056311228778 100 7 0.2533471031358
59 70 5239 867 0.118592587793246 100 5 0.2533471031358
94 78 5515 1448 0.0709538519009948 500 1 0.2533471031358
67 29 8124 795 0.448901181584224 100 2 0.2533471031358
34 73 971 1536 0.198421041942202 500 7 0.2533471031358
87 13 1001 1415 0.187413767357357 500 4 0.2533471031358
1000 12 70
1000 18 60
350 20 35
1000 12 65
1000 16 55
350 13 75
5000 15 30
1000 20 25
350 14 25
5000 19 30
350 10 45
1000 11 60
350 15 45
350 17 30
1000 20 60
350 11 45
5000 16 70
5000 20 40
1000 14 50
1000 17 60
1000 18 65
350 13 35
350 14 30
5000 19 65
1000 15 60
1000 16 70
1000 10 70
350 12 40
5000 15 45
1000 20 55
