500 50 50
7 86 9 4
78 71 12 9
72 19 13 16
47 78 11 9
35 77 18 4
58 79 14 9
75 68 10 1
45 87 6 0
99 95 8 16
58 65 4 4
29 71 15 1
6 87 11 4
76 39 16 16
4 64 15 25
48 28 15 4
2 35 4 16
98 15 8 0
79 41 15 1
34 62 8 4
76 18 8 25
67 48 9 1
24 14 16 25
62 38 8 0
25 35 8 1
28 25 16 1
81 8 13 4
62 85 13 16
75 6 8 4
5 59 12 4
25 14 13 0
94 37 8 9
54 13 5 4
22 65 13 1
66 63 6 1
43 15 15 1
95 49 12 9
44 15 12 1
96 70 14 16
27 65 14 16
21 42 12 9
78 47 12 25
60 82 10 16
39 16 19 9
91 32 12 9
87 57 6 9
70 60 6 9
85 99 8 4
93 51 10 9
96 47 6 1
68 9 9 0
81 86 11 16
60 95 12 16
98 24 8 0
42 47 10 1
79 74 10 9
29 17 7 16
37 69 10 16
85 51 7 9
26 100 7 16
89 62 12 25
70 61 11 4
26 91 11 0
56 95 11 4
79 21 8 1
46 52 10 9
76 55 10 9
27 97 7 16
15 24 7 0
63 80 11 16
49 38 7 9
5 71 7 9
85 83 8 25
94 74 16 9
65 28 15 16
68 53 8 9
50 96 8 4
72 87 3 4
19 61 11 16
10 36 12 16
39 60 14 1
20 64 12 16
5 55 9 9
38 12 0 25
10 82 4 16
29 56 6 0
53 75 7 4
77 64 9 4
26 15 12 9
52 36 12 25
33 45 14 16
14 8 14 25
72 53 5 9
21 78 14 9
11 23 9 1
73 38 9 0
40 55 9 9
25 89 10 4
80 64 18 16
82 21 11 1
31 78 8 9
48 6 8 0
57 94 11 1
15 91 17 16
24 49 4 25
72 42 15 16
54 39 9 9
99 59 1 4
87 35 14 4
97 75 6 16
44 80 7 4
39 4 11 1
85 22 2 25
25 20 9 1
64 67 8 16
32 53 8 25
75 18 4 9
16 22 8 16
86 64 15 4
11 86 8 9
95 47 9 25
15 77 10 1
47 27 7 4
61 95 9 9
65 62 9 1
72 67 10 25
14 78 9 25
32 37 9 1
22 20 8 4
26 72 16 9
61 3 10 9
96 33 6 16
53 64 8 25
20 56 9 25
78 47 20 25
23 63 14 16
24 10 12 0
55 30 6 1
53 56 10 9
70 5 11 0
80 32 11 4
48 92 10 9
17 75 2 25
34 96 20 16
62 23 9 9
35 34 10 4
54 69 11 4
83 78 9 9
71 82 11 4
74 14 11 1
50 55 14 9
33 85 7 4
71 55 7 9
27 95 12 0
